scientificName	accession	taxid
plasmid	NZ_CP012284	51663
plasmid	NZ_CP012285	51663
plasmid	NZ_CP012286	51663
plasmid	NZ_CP012287	51663
plasmid	NZ_CP012270	51663
plasmid	NZ_CP012271	51663
plasmid	NZ_CP012272	51663
plasmid	NZ_CP012273	51663
plasmid	NZ_CP012274	51663
plasmid	NC_025194	1280
plasmid	NZ_CP012203	28108
plasmid	NZ_CP012276	51663
plasmid	NZ_CP012277	51663
plasmid	NZ_CP012278	51663
plasmid	NZ_CP012279	51663
plasmid	NZ_CP012280	51663
plasmid	NZ_CP012281	51663
plasmid	NZ_CP012282	51663
plasmid	NZ_CP014658	1454586
plasmid	NZ_CP012530	1699622
plasmid	NC_025195	1280
plasmid	NZ_CP012531	1699622
plasmid	NZ_CP012532	1699622
plasmid	NZ_CP014350	1867252
plasmid	NZ_CP014351	1867252
plasmid	NZ_CP014792	1867252
plasmid	NZ_CP014871	1867252
plasmid	NZ_CP015331	1867252
plasmid	NZ_CP015332	1867252
plasmid	NZ_CP015333	1867252
plasmid	NZ_CP015334	1867252
plasmid	NC_025196	1308
plasmid	NZ_CP015335	1867252
plasmid	NZ_CP015336	1867252
plasmid	NZ_CP015337	1867252
plasmid	NZ_CP014978	1454636
plasmid	NZ_CP014644	1421
plasmid	NZ_CP012289	51663
plasmid	NZ_CP012290	51663
plasmid	NZ_CP012291	51663
plasmid	NZ_CP012292	51663
plasmid	NZ_CP012293	51663
plasmid	NC_025197	211880
plasmid	NZ_CP014662	1454583
plasmid	NZ_CP014970	1454630
plasmid	NZ_CP014569	32020
plasmid	NZ_CP014570	32020
plasmid	NZ_CP012534	1699624
plasmid	NZ_CP012535	1699624
plasmid	NZ_CP012536	1699624
plasmid	NZ_CP012537	1699624
plasmid	NZ_CP012538	1699624
plasmid	NZ_CP012539	1699624
plasmid	NC_025173	48296
plasmid	NC_012208	630
plasmid	NC_005324	562
plasmid	NZ_CP012540	1699624
plasmid	NZ_CP009803	206662
plasmid	NZ_CP009804	206662
plasmid	NZ_CP011106	446
plasmid	NZ_CP014807	241244
plasmid	NZ_CP005085	1315974
plasmid	NZ_CP005086	1315974
plasmid	NZ_CP005087	1315974
plasmid	NZ_CP005088	1315974
plasmid	NZ_CP005089	1315974
plasmid	NC_025174	1400
plasmid	NZ_CP005090	1315974
plasmid	NZ_CP005091	1315974
plasmid	NZ_CP005092	1315974
plasmid	NZ_CP005093	1315974
plasmid	NZ_CP014171	1519
plasmid	NZ_CP013300	1715860
plasmid	NZ_CP015816	83334
plasmid	NZ_CP017043	1884263
plasmid	NZ_CP007000	1273266
plasmid	NZ_CP007001	1273266
plasmid	NC_025175	562
plasmid	NZ_CP007002	1273266
plasmid	NZ_CP015365	470
plasmid	NZ_CP015366	470
plasmid	NZ_CP015441	1648404
plasmid	NZ_CP015380	569
plasmid	NZ_CP016160	573
plasmid	NZ_CP016161	573
plasmid	NZ_CP011928	1674922
plasmid	NZ_CP014964	1340425
plasmid	NZ_CP017250	562
plasmid	NC_025179	562
plasmid	NZ_CP012431	1352
plasmid	NZ_CP012432	1352
plasmid	NZ_CP012433	1352
plasmid	NZ_CP012434	1352
plasmid	NZ_CP012435	1352
plasmid	NZ_CP012455	1352
plasmid	NZ_CP012456	1352
plasmid	NZ_CP012457	1352
plasmid	NZ_CP012458	1352
plasmid	NZ_CP012459	1352
plasmid	NC_025180	562
plasmid	NZ_CP016164	1352
plasmid	NZ_CP016165	1352
plasmid	NZ_CP016166	1352
plasmid	NZ_CP016167	1352
plasmid	NZ_CP016168	1352
plasmid	NZ_CP016169	1352
plasmid	NZ_CP012940	305
plasmid	NZ_CP012941	305
plasmid	NZ_CP012942	305
plasmid	NZ_CP012461	1352
plasmid	NC_025184	573
plasmid	NZ_CP012462	1352
plasmid	NZ_CP012463	1352
plasmid	NZ_CP012464	1352
plasmid	NZ_CP012944	305
plasmid	NZ_CP012441	1352
plasmid	NZ_CP012442	1352
plasmid	NZ_CP012443	1352
plasmid	NZ_CP012444	1352
plasmid	NZ_CP012445	1352
plasmid	NZ_CP012446	1352
plasmid	NC_025185	573
plasmid	NZ_CP016336	1718
plasmid	NZ_CP012437	1352
plasmid	NZ_CP012438	1352
plasmid	NZ_CP012439	1352
plasmid	NZ_CP015323	1402861
plasmid	NZ_CP015324	1402861
plasmid	NZ_CP015325	1402861
plasmid	NZ_CP015326	1402861
plasmid	NZ_CP015327	1402861
plasmid	NZ_CP015328	1402861
plasmid	NC_025186	72407
plasmid	NZ_CP015329	1402861
plasmid	NZ_CP015330	1402861
plasmid	NZ_CP012466	1352
plasmid	NZ_CP012467	1352
plasmid	NZ_CP012468	1352
plasmid	NZ_CP012469	1352
plasmid	NZ_CP012470	1352
plasmid	NZ_CP017252	562
plasmid	NZ_CP012741	672
plasmid	NZ_CP014775	654
plasmid	NC_025187	573
plasmid	NZ_CP013739	1172567
plasmid	NZ_CP013740	1172567
plasmid	NZ_CP016031	446
plasmid	NZ_CP015948	446
plasmid	NZ_CP017724	1194159
plasmid	NZ_CP017725	1194159
plasmid	NZ_CP017726	1194159
plasmid	NZ_CP015952	446
plasmid	NZ_CP009275	244366
plasmid	NZ_CP009276	244366
plasmid	NC_025125	28197
plasmid	NZ_CP015942	446
plasmid	NZ_CP015943	446
plasmid	NZ_CP011839	573
plasmid	NZ_CP012427	573
plasmid	NZ_CP012428	573
plasmid	NZ_CP012429	573
plasmid	NZ_CP015797	1674146
plasmid	NZ_CP015798	1674146
plasmid	NZ_CP015799	1674146
plasmid	NZ_CP015800	1674146
plasmid	NC_025198	562
plasmid	NC_012209	630
plasmid	NZ_CP015801	1674146
plasmid	NZ_CP015802	1674146
plasmid	NZ_CP015803	1674146
plasmid	NZ_CP015804	1674146
plasmid	NZ_CP015805	1674146
plasmid	NZ_CP015806	1674146
plasmid	NZ_CP015807	1674146
plasmid	NZ_CP015808	1674146
plasmid	NZ_CP015809	1674146
plasmid	NZ_CP015962	1674146
plasmid	NC_025142	562
plasmid	NZ_CP015781	1674146
plasmid	NZ_CP015784	1674146
plasmid	NZ_CP015788	1674146
plasmid	NZ_CP015789	1674146
plasmid	NZ_CP015790	1674146
plasmid	NZ_CP015791	1674146
plasmid	NZ_CP015792	1674146
plasmid	NZ_CP015793	1674146
plasmid	NZ_CP015794	1674146
plasmid	NZ_CP015795	1674146
plasmid	NC_025143	562
plasmid	NZ_CP013186	562
plasmid	NZ_CP012448	1352
plasmid	NZ_CP012449	1352
plasmid	NZ_CP012450	1352
plasmid	NZ_CP012451	1352
plasmid	NZ_CP012452	1352
plasmid	NZ_CP012453	1352
plasmid	NZ_CP015940	446
plasmid	NZ_CP017832	185008
plasmid	NZ_CP017833	185008
plasmid	NC_025166	573
plasmid	NZ_CP015236	1051973
plasmid	NZ_CP015237	1051973
plasmid	NZ_CP014682	153496
plasmid	NZ_CP014683	153496
plasmid	NZ_CP014684	153496
plasmid	NZ_CP014685	153496
plasmid	NZ_CP014686	153496
plasmid	NZ_CP018672	573
plasmid	NZ_CP018673	573
plasmid	NZ_CP018674	573
plasmid	NC_025117	1280052
plasmid	NZ_CP018675	573
plasmid	NZ_CP018348	573
plasmid	NZ_CP018349	573
plasmid	NZ_CP018350	573
plasmid	NZ_CP018351	573
plasmid	NZ_CP014675	153496
plasmid	NZ_CP014676	153496
plasmid	NZ_CP014677	153496
plasmid	NZ_CP014678	153496
plasmid	NZ_CP014679	153496
plasmid	NC_025119	1280052
plasmid	NZ_CP014680	153496
plasmid	NZ_CP016381	644
plasmid	NZ_CP013935	137591
plasmid	NZ_CP016763	546
plasmid	NZ_CP016764	546
plasmid	NZ_CP016765	546
plasmid	NZ_CP013345	33050
plasmid	NZ_CP014697	1463165
plasmid	NZ_CP014698	1463165
plasmid	NZ_CP019199	1124958
plasmid	NC_025120	1280052
plasmid	NZ_CP019200	1124958
plasmid	NZ_CP011665	465541
plasmid	NZ_CP011666	465541
plasmid	NZ_CP011667	465541
plasmid	NZ_CP016313	56956
plasmid	NZ_CP016314	56956
plasmid	NZ_CP017055	588
plasmid	NZ_CP017056	588
plasmid	NZ_CP019182	941187
plasmid	NZ_CP011658	158836
plasmid	NC_025121	1280052
plasmid	NZ_CP011660	158836
plasmid	NZ_CP017672	587
plasmid	NZ_CP015993	1856685
plasmid	NZ_CP013071	861109
plasmid	NZ_CP013072	861109
plasmid	NZ_CP013073	861109
plasmid	NZ_CP011973	1095103
plasmid	NZ_CP014580	1804984
plasmid	NZ_CP014581	1804984
plasmid	NZ_CP014582	1804984
plasmid	NC_025122	1280052
plasmid	NZ_CP012180	1104679
plasmid	NZ_CP013744	1725411
plasmid	NZ_CP012886	222805
plasmid	NZ_CP012887	222805
plasmid	NZ_CP012888	222805
plasmid	NZ_CP009763	1429399
plasmid	NZ_CP010408	362257
plasmid	NZ_CP014399	1280
plasmid	NZ_CP014400	1280
plasmid	NZ_CP014401	1280
plasmid	NC_025188	1194088
plasmid	NZ_CP014434	1280
plasmid	NZ_CP014404	1280
plasmid	NZ_CP014422	1280
plasmid	NZ_CP014437	1280
plasmid	NZ_CP014408	1280
plasmid	NZ_CP014446	1280
plasmid	NZ_CP014447	1280
plasmid	NZ_CP014448	1280
plasmid	NZ_CP017281	244366
plasmid	NZ_CP017282	244366
plasmid	NC_025176	562
plasmid	NC_012215	747
plasmid	NZ_CP017283	244366
plasmid	NZ_CP017285	244366
plasmid	NZ_CP017286	244366
plasmid	NZ_CP017287	244366
plasmid	NZ_CP017288	244366
plasmid	NZ_CP015368	418223
plasmid	NZ_CP015369	418223
plasmid	NZ_CP015370	418223
plasmid	NZ_CP020736	28035
plasmid	NZ_CP020770	28035
plasmid	NC_025177	562
plasmid	NZ_CP019729	708126
plasmid	NZ_CP014660	1454593
plasmid	NZ_CP020766	28035
plasmid	NZ_CP020767	28035
plasmid	NZ_CP016699	1360
plasmid	NZ_CP016700	1360
plasmid	NZ_CP016701	1360
plasmid	NZ_CP016702	1360
plasmid	NZ_CP016715	1360
plasmid	NZ_CP016716	1360
plasmid	NC_025178	562
plasmid	NZ_CP016717	1360
plasmid	NZ_CP016718	1360
plasmid	NZ_CP016719	1360
plasmid	NZ_CP020765	28035
plasmid	NZ_CP016729	1359
plasmid	NZ_CP016730	1359
plasmid	NZ_CP016731	1359
plasmid	NZ_CP016732	1359
plasmid	NZ_CP016733	1359
plasmid	NZ_CP016737	1359
plasmid	NC_025136	211880
plasmid	NZ_CP016738	1359
plasmid	NZ_CP016739	1359
plasmid	NZ_CP016740	1359
plasmid	NZ_CP016741	1359
plasmid	NZ_CP014622	1454584
plasmid	NZ_CP014487	1396
plasmid	NZ_CP019773	72407
plasmid	NZ_CP019774	72407
plasmid	NZ_CP019775	72407
plasmid	NZ_CP019776	72407
plasmid	NC_023902	28197
plasmid	NZ_CP016742	1359
plasmid	NZ_CP016743	1359
plasmid	NZ_CP016744	1359
plasmid	NZ_CP016745	1359
plasmid	NZ_CP016704	1360
plasmid	NZ_CP016705	1360
plasmid	NZ_CP016706	1360
plasmid	NZ_CP015867	146923
plasmid	NZ_CP019608	399497
plasmid	NZ_CP019362	314724
plasmid	NC_025189	473421
plasmid	NZ_CP019363	314724
plasmid	NZ_CP019364	314724
plasmid	NZ_CP019365	314724
plasmid	NZ_CP019366	314724
plasmid	NZ_CP019367	314724
plasmid	NZ_CP019368	314724
plasmid	NZ_CP019369	314724
plasmid	NZ_CP020003	1428
plasmid	NZ_CP020004	1428
plasmid	NZ_CP020005	1428
plasmid	NC_025118	1280052
plasmid	NZ_CP016319	1496
plasmid	NZ_CP009564	796733
plasmid	NZ_CP009562	796732
plasmid	NZ_CP009560	796730
plasmid	NZ_CP009563	796731
plasmid	NZ_CP018631	46867
plasmid	NZ_AP017382	34062
plasmid	NZ_AP017383	34062
plasmid	NZ_AP017384	34062
plasmid	NZ_CP009121	283734
plasmid	NC_016138	287
plasmid	NZ_CP021170	1616788
plasmid	NZ_LT996085	89059
plasmid	NZ_LT992335	89059
plasmid	NZ_LT799381	1280
plasmid	NZ_LT827129	562
plasmid	NZ_LT985265	562
plasmid	NZ_LT985271	562
plasmid	NZ_LT985225	562
plasmid	NZ_LT985216	562
plasmid	NZ_LT985260	562
plasmid	NC_025249	416870
plasmid	NZ_LT985322	562
plasmid	NZ_LT985259	562
plasmid	NZ_LT985228	562
plasmid	NZ_LT907984	314315
plasmid	NZ_LT985288	562
plasmid	NZ_LT907987	1599
plasmid	NZ_LT882698	573
plasmid	NZ_LT985264	562
plasmid	NZ_LT985219	562
plasmid	NZ_LT985258	562
plasmid	NC_010935	543891
plasmid	NZ_LT985218	562
plasmid	NZ_LT985275	562
plasmid	NZ_LT882699	550
plasmid	NZ_LT985220	562
plasmid	NZ_LT719075	562
plasmid	NZ_LT985293	562
plasmid	NZ_LT985253	562
plasmid	NZ_LT985280	562
plasmid	NZ_LT985304	562
plasmid	NZ_LT985306	562
plasmid	NC_014937	541229
plasmid	NC_012216	747
plasmid	NZ_LT985234	562
plasmid	NZ_LT985299	562
plasmid	NZ_CP026617	2079596
plasmid	NZ_LT985296	562
plasmid	NZ_CP018910	48296
plasmid	NZ_LT985270	562
plasmid	NZ_LT985263	562
plasmid	NZ_LT985273	562
plasmid	NZ_LT985284	562
plasmid	NZ_LT985285	562
plasmid	NC_015462	933950
plasmid	NZ_LT985286	562
plasmid	NZ_LT985297	562
plasmid	NZ_LT985281	562
plasmid	NZ_LT985305	562
plasmid	NZ_LT985317	562
plasmid	NZ_LT985213	562
plasmid	NZ_LT985226	562
plasmid	NZ_LT985221	562
plasmid	NZ_CP026534	492670
plasmid	NZ_CP026535	492670
plasmid	NC_013937	933950
plasmid	NZ_LT985246	562
plasmid	NZ_LT985247	562
plasmid	NZ_LT985248	562
plasmid	NZ_LT985268	562
plasmid	NZ_LT992437	546
plasmid	NZ_LT985254	562
plasmid	NZ_LT985255	562
plasmid	NZ_LT985256	562
plasmid	NZ_LT985257	562
plasmid	NZ_LT985251	562
plasmid	NC_013938	933950
plasmid	NZ_LT985249	562
plasmid	NZ_LT844544	632
plasmid	NZ_CP018916	615
plasmid	NZ_LT985214	562
plasmid	NZ_LT985227	562
plasmid	NZ_LT985240	562
plasmid	NZ_LT985224	562
plasmid	NZ_LT985274	562
plasmid	NZ_LT985242	562
plasmid	NZ_LT985222	562
plasmid	NC_024957	1430884
plasmid	NZ_LT985235	562
plasmid	NZ_LT985244	562
plasmid	NZ_LT985241	562
plasmid	NZ_LT985277	562
plasmid	NZ_LT994837	573
plasmid	NZ_LT985272	562
plasmid	NZ_LT985245	562
plasmid	NZ_LT985276	562
plasmid	NZ_LT994836	573
plasmid	NZ_CP019459	75293
plasmid	NC_024958	1437443
plasmid	NZ_CP019460	75293
plasmid	NZ_CP019461	75293
plasmid	NZ_CP019462	75293
plasmid	NZ_CP019463	75293
plasmid	NZ_CP019464	75293
plasmid	NZ_CP019465	75293
plasmid	NZ_LT985250	562
plasmid	NZ_LT985278	562
plasmid	NZ_LT985315	562
plasmid	NZ_LT994839	573
plasmid	NC_024975	562
plasmid	NZ_LT985279	562
plasmid	NZ_LT985267	562
plasmid	NZ_LT985215	562
plasmid	NZ_LT985243	562
plasmid	NZ_LT985308	562
plasmid	NZ_LT985309	562
plasmid	NZ_LT985310	562
plasmid	NZ_LT985311	562
plasmid	NZ_LT994834	573
plasmid	NZ_LT985269	562
plasmid	NC_024976	562
plasmid	NZ_CP025929	1698524
plasmid	NZ_LT994835	573
plasmid	NZ_LT994840	573
plasmid	NZ_LT985210	264451
plasmid	NZ_LT985211	264451
plasmid	NZ_LT985212	264451
plasmid	NZ_CP026286	1641812
plasmid	NZ_CP001975	673518
plasmid	NZ_CP016158	1286
plasmid	NZ_LS974446	1336235
plasmid	NC_024977	562
plasmid	NZ_LT965930	1314868
plasmid	NZ_CP017429	1286
plasmid	NZ_LT984809	164546
plasmid	NZ_LS992155	1967783
plasmid	NZ_CP025732	1590
plasmid	NZ_CP025733	1590
plasmid	NZ_CP016915	305
plasmid	NZ_CP014385	1280
plasmid	NZ_CP014386	1280
plasmid	NZ_AP017923	1280
plasmid	NC_024979	562
plasmid	NZ_LT963403	663959
plasmid	NZ_LT963404	663959
plasmid	NZ_LT963405	663959
plasmid	NZ_LT963406	663959
plasmid	NZ_LT963407	663959
plasmid	NZ_LT968687	573
plasmid	NZ_LT968688	573
plasmid	NZ_LT968689	573
plasmid	NZ_LT968690	573
plasmid	NZ_LT968691	573
plasmid	NC_024978	562
plasmid	NC_012222	47714
plasmid	NZ_LT968692	573
plasmid	NZ_LT968693	573
plasmid	NZ_LT968694	573
plasmid	NZ_LT968695	573
plasmid	NZ_LT968696	573
plasmid	NZ_LT968697	573
plasmid	NZ_LT968698	573
plasmid	NZ_LT968699	573
plasmid	NZ_LT968700	573
plasmid	NZ_LT968701	573
plasmid	NC_021522	546
plasmid	NZ_LT968702	573
plasmid	NZ_LT968703	573
plasmid	NZ_LT968704	573
plasmid	NZ_LT968705	573
plasmid	NZ_LT968706	573
plasmid	NZ_LT968707	573
plasmid	NZ_LT968708	573
plasmid	NZ_LT968709	573
plasmid	NZ_LT968710	573
plasmid	NZ_LT968711	573
plasmid	NC_016806	1107880
plasmid	NZ_LT968712	573
plasmid	NZ_LT968713	573
plasmid	NZ_LT968714	573
plasmid	NZ_LT968715	573
plasmid	NZ_LT968716	573
plasmid	NZ_LT968717	573
plasmid	NZ_LT968718	573
plasmid	NZ_LT968719	573
plasmid	NZ_LT968720	573
plasmid	NZ_LT968721	573
plasmid	NC_021512	573
plasmid	NZ_LT968722	573
plasmid	NZ_LT968723	573
plasmid	NZ_LT968724	573
plasmid	NZ_LT968725	573
plasmid	NZ_LT968726	573
plasmid	NZ_LT968727	573
plasmid	NZ_LT968728	573
plasmid	NZ_LT968729	573
plasmid	NZ_LT968730	573
plasmid	NZ_LT968731	573
plasmid	NC_024996	1086030
plasmid	NZ_LT968732	573
plasmid	NZ_LT968733	573
plasmid	NZ_LT968734	573
plasmid	NZ_LT968735	573
plasmid	NZ_LT968736	573
plasmid	NZ_LT968737	573
plasmid	NZ_LT968738	573
plasmid	NZ_LT968739	573
plasmid	NZ_LT968740	573
plasmid	NZ_LT968741	573
plasmid	NZ_CP010448	1341656
plasmid	NZ_LT968742	573
plasmid	NZ_LT968743	573
plasmid	NZ_LT968744	573
plasmid	NZ_LT968745	573
plasmid	NZ_LT968746	573
plasmid	NZ_LT968747	573
plasmid	NZ_LT968748	573
plasmid	NZ_LT968749	573
plasmid	NZ_LT968750	573
plasmid	NZ_LT968751	573
plasmid	NC_024955	562
plasmid	NZ_LT968752	573
plasmid	NZ_LT968753	573
plasmid	NZ_LT968754	573
plasmid	NZ_LT968755	573
plasmid	NZ_LT968756	573
plasmid	NZ_LT968757	573
plasmid	NZ_LT968758	573
plasmid	NZ_LT968759	573
plasmid	NZ_LT968760	573
plasmid	NZ_LT968761	573
plasmid	NC_019101	595
plasmid	NZ_LT968762	573
plasmid	NZ_LT968763	573
plasmid	NZ_LT968764	573
plasmid	NZ_LT968765	573
plasmid	NZ_LT968766	573
plasmid	NZ_LT968767	573
plasmid	NZ_LT968768	573
plasmid	NZ_CP031768	386891
plasmid	NZ_CP028135	663
plasmid	NZ_CP017294	287
plasmid	NC_019102	605
plasmid	NZ_LT963396	1583341
plasmid	NZ_LT963397	1583341
plasmid	NZ_LT963398	1583341
plasmid	NZ_LT963399	1583341
plasmid	NZ_LT963400	1583341
plasmid	NZ_LT963401	1583341
plasmid	NZ_AP018444	1392
plasmid	NZ_AP018445	1392
plasmid	NZ_LT963410	317
plasmid	NZ_LT963411	317
plasmid	NC_019112	605
plasmid	NZ_LT963412	317
plasmid	NZ_LT963413	317
plasmid	NZ_CP013937	137591
plasmid	NZ_LT991955	299766
plasmid	NZ_LT991956	299766
plasmid	NZ_CP025960	334542
plasmid	NZ_CP025961	334542
plasmid	NZ_CP025962	334542
plasmid	NZ_CP026333	2069256
plasmid	NZ_AP014863	1149133
plasmid	NC_019114	611
plasmid	NC_012487	562
plasmid	NZ_LT963392	264451
plasmid	NZ_LT963393	264451
plasmid	NZ_LT963394	264451
plasmid	NZ_LR026982	444923
plasmid	NZ_LT984489	293091
plasmid	NZ_LT984491	293091
plasmid	NZ_CP016685	1359
plasmid	NZ_CP016686	1359
plasmid	NZ_CP016687	1359
plasmid	NZ_CP016688	1359
plasmid	NC_019115	611
plasmid	NZ_CP016689	1359
plasmid	NZ_CP016690	1359
plasmid	NZ_CP034596	1359
plasmid	NZ_CP020556	1972846
plasmid	NZ_LR536427	28901
plasmid	NZ_AP017634	210
plasmid	NZ_AP018489	83334
plasmid	NZ_CP016720	1360
plasmid	NZ_CP016721	1360
plasmid	NZ_CP016722	1360
plasmid	NC_019116	611
plasmid	NZ_CP016723	1360
plasmid	NZ_CP016725	1360
plasmid	NZ_CP034572	1360
plasmid	NZ_CP016726	1360
plasmid	NZ_CP016727	1360
plasmid	NZ_CP016728	1360
plasmid	NZ_CP034577	1360
plasmid	NZ_LR135270	1352
plasmid	NZ_LR135271	1352
plasmid	NZ_LR135272	1352
plasmid	NC_019117	611
plasmid	NZ_LR135273	1352
plasmid	NZ_LR135274	1352
plasmid	NZ_LR135275	1352
plasmid	NZ_LR135276	1352
plasmid	NZ_LR135277	1352
plasmid	NZ_CP015446	1837283
plasmid	NZ_AP017978	1353976
plasmid	NZ_CP021119	1984801
plasmid	NZ_CP013426	1637869
plasmid	NZ_LR594541	1496
plasmid	NC_019118	611
plasmid	NZ_CP020040	1964449
plasmid	NZ_CP020041	1964449
plasmid	NZ_LR594545	1496
plasmid	NZ_LR594543	1496
plasmid	NZ_LR595886	562
plasmid	NZ_LR595872	562
plasmid	NZ_LR595882	562
plasmid	NZ_LR595874	562
plasmid	NZ_LR595879	562
plasmid	NZ_AP018939	562
plasmid	NC_019121	611
plasmid	NZ_LR595884	562
plasmid	NZ_LR595880	562
plasmid	NZ_LR595877	562
plasmid	NZ_LR595890	562
plasmid	NZ_LR595878	562
plasmid	NZ_LR595881	562
plasmid	NZ_LR595888	562
plasmid	NZ_CP007745	983594
plasmid	NZ_AP019380	2495405
plasmid	NZ_AP019381	2495405
plasmid	NC_019122	611
plasmid	NZ_LR595889	562
plasmid	NZ_CP020043	68223
plasmid	NZ_CP020044	68223
plasmid	NZ_CP023976	67267
plasmid	NZ_CP023977	67267
plasmid	NZ_CP023993	92644
plasmid	NZ_CP041225	29430
plasmid	NZ_CP041226	29430
plasmid	NZ_CP041227	29430
plasmid	NZ_CP041228	29430
plasmid	NC_019123	611
plasmid	NZ_CP041229	29430
plasmid	NZ_LR697123	573
plasmid	NZ_LR697124	573
plasmid	NZ_LR697099	573
plasmid	NZ_LR697125	573
plasmid	NZ_LR697132	573
plasmid	NZ_LR697128	573
plasmid	NZ_LR697129	562
plasmid	NZ_LR697130	562
plasmid	NZ_LR697127	562
plasmid	NC_019131	611
plasmid	NZ_LT985229	562
plasmid	NZ_CP039996	1118959
plasmid	NZ_LR595871	562
plasmid	NZ_CP035302	59201
plasmid	NC_007351	342451
plasmid	NC_007352	342451
plasmid	NC_005951	282459
plasmid	NC_011419	409438
plasmid	NC_011413	409438
plasmid	NC_011416	409438
plasmid	NC_019132	611
plasmid	NC_011407	409438
plasmid	NC_011408	409438
plasmid	NC_011411	409438
plasmid	NC_013655	431946
plasmid	NC_012124	476213
plasmid	NC_008598	412694
plasmid	NC_016855	588858
plasmid	NC_010180	315730
plasmid	NC_010181	315730
plasmid	NC_010182	315730
plasmid	NC_001848	28142
plasmid	NC_012547	1280
plasmid	NC_010183	315730
plasmid	NC_011783	445985
plasmid	NC_011784	445985
plasmid	NC_011735	445985
plasmid	NC_011778	445985
plasmid	NC_011720	445985
plasmid	NC_011781	445985
plasmid	NC_011782	445985
plasmid	NC_011731	445985
plasmid	NC_011785	445985
plasmid	NC_019134	28144
plasmid	NC_011736	445985
plasmid	NC_011779	445985
plasmid	NC_011780	445985
plasmid	NC_011722	445985
plasmid	NC_011724	445985
plasmid	NC_017352	663951
plasmid	NC_006298	205914
plasmid	NC_017286	406984
plasmid	NZ_KR071788	129394
plasmid	NC_011995	458233
plasmid	NC_019135	28144
plasmid	NC_011996	458233
plasmid	NC_011997	458233
plasmid	NC_011998	458233
plasmid	NC_012000	458233
plasmid	NC_012001	458233
plasmid	NC_012002	458233
plasmid	NC_012003	458233
plasmid	NC_013940	639282
plasmid	NC_005813	229193
plasmid	NC_005814	229193
plasmid	NC_019136	28144
plasmid	NC_005815	229193
plasmid	NC_005816	229193
plasmid	NC_011603	574521
plasmid	NC_011602	574521
plasmid	NC_017435	759363
plasmid	NC_010371	334413
plasmid	NC_017282	718271
plasmid	NC_007385	300269
plasmid	NC_009345	300269
plasmid	NC_009346	300269
plasmid	NC_019137	28144
plasmid	NC_009347	300269
plasmid	NC_010680	935198
plasmid	NC_017117	634455
plasmid	NC_017126	634455
plasmid	NC_017127	634455
plasmid	NC_017145	634455
plasmid	NC_017128	634455
plasmid	NC_017129	634455
plasmid	NC_014172	714359
plasmid	NC_013129	521008
plasmid	NC_003079	28901
plasmid	NC_017404	521008
plasmid	NC_017425	521008
plasmid	NC_017409	521008
plasmid	NC_017393	521008
plasmid	NC_017394	521008
plasmid	NC_017426	521008
plasmid	NC_017410	521008
plasmid	NC_017405	521008
plasmid	NC_017411	521008
plasmid	NC_017395	521008
plasmid	NC_007208	28901
plasmid	NC_017406	521008
plasmid	NC_017407	521008
plasmid	NC_017412	521008
plasmid	NC_017427	521008
plasmid	NC_017396	521008
plasmid	NC_017397	521008
plasmid	NC_017428	521008
plasmid	NC_017408	521008
plasmid	NC_017413	521008
plasmid	NC_011185	388396
plasmid	NC_012693	28901
plasmid	NC_010476	32049
plasmid	NC_010477	32049
plasmid	NC_010478	32049
plasmid	NC_010479	32049
plasmid	NC_010480	32049
plasmid	NC_010474	32049
plasmid	NC_007427	348780
plasmid	NC_007428	348780
plasmid	NC_009377	386656
plasmid	NC_009378	386656
plasmid	NC_012916	28901
plasmid	NC_008120	360102
plasmid	NC_008121	360102
plasmid	NC_008122	360102
plasmid	NC_008118	377628
plasmid	NC_008119	377628
plasmid	NC_007169	279808
plasmid	NC_007170	279808
plasmid	NC_007171	279808
plasmid	NZ_CP019429	1573711
plasmid	NC_010158	349746
plasmid	NC_019099	28901
plasmid	NC_010157	349746
plasmid	NC_007504	316273
plasmid	NC_007505	316273
plasmid	NC_007506	316273
plasmid	NC_007507	316273
plasmid	NC_005128	196600
plasmid	NC_010695	465817
plasmid	NC_010696	465817
plasmid	NC_010697	465817
plasmid	NC_013957	665029
plasmid	NC_019124	48409
plasmid	NC_012556	550
plasmid	NC_010699	465817
plasmid	NC_010693	465817
plasmid	NC_016904	595495
plasmid	NC_016903	595495
plasmid	NC_014017	637386
plasmid	NC_014022	637386
plasmid	NC_014027	637386
plasmid	NC_010894	54388
plasmid	NC_017157	637385
plasmid	NC_017158	637385
plasmid	NC_017159	637385
plasmid	NC_017348	985006
plasmid	NC_017153	637382
plasmid	NC_017155	637382
plasmid	NC_017156	637382
plasmid	NC_013958	472759
plasmid	NC_017468	767462
plasmid	NC_019125	59202
plasmid	NC_014257	693745
plasmid	NC_007713	343509
plasmid	NC_007714	343509
plasmid	NC_007715	343509
plasmid	NC_014975	743525
plasmid	NC_013160	395962
plasmid	NC_013163	395962
plasmid	NC_013167	395962
plasmid	NC_013168	395962
plasmid	NC_011721	41431
plasmid	NC_019126	59207
plasmid	NC_011723	41431
plasmid	NC_011727	41431
plasmid	NC_013264	634499
plasmid	NC_013265	634499
plasmid	NC_013263	634499
plasmid	NC_013954	634499
plasmid	NC_017725	1081646
plasmid	NC_017804	1081646
plasmid	NC_017229	390236
plasmid	NC_017224	390236
plasmid	NC_002305	90370
