scientificName	accession	taxid
plasmid	NZ_CP017355	1590
plasmid	NZ_CP017356	1590
plasmid	NZ_CP017357	1590
plasmid	NZ_CP017358	1590
plasmid	NZ_CP017359	1590
plasmid	NZ_CP017360	1590
plasmid	NC_015156	28173
plasmid	NZ_CP017361	1590
plasmid	NZ_CP017362	1590
plasmid	NZ_CP019451	930805
plasmid	NZ_CP019452	930805
plasmid	NZ_CP019453	930805
plasmid	NZ_CP018771	562
plasmid	NZ_CP018772	562
plasmid	NZ_CP018773	562
plasmid	NZ_CP018774	562
plasmid	NZ_CP018775	562
plasmid	NC_004853	43080
plasmid	NZ_CP020613	1945662
plasmid	NZ_CP019938	92947
plasmid	NZ_CP019939	92947
plasmid	NZ_CP019940	92947
plasmid	NZ_CP019941	92947
plasmid	NZ_CP019942	92947
plasmid	NZ_CP018621	528191
plasmid	NZ_CP018869	1930546
plasmid	NZ_CP016173	463014
plasmid	NZ_CP011518	573737
plasmid	NC_006422	43080
plasmid	NZ_CP011519	573737
plasmid	NZ_CP011520	573737
plasmid	NZ_CP011521	573737
plasmid	NZ_CP010898	656178
plasmid	NZ_CP016820	935199
plasmid	NZ_CP016821	935199
plasmid	NZ_CP016822	935199
plasmid	NZ_CP020716	1619308
plasmid	NZ_CP020717	1619308
plasmid	NZ_CP020902	573
plasmid	NC_006423	43080
plasmid	NZ_CP015530	1033922
plasmid	NZ_CP020903	573
plasmid	NZ_CP020904	573
plasmid	NZ_CP020905	573
plasmid	NZ_CP017300	1045808
plasmid	NZ_CP017301	1045808
plasmid	NZ_CP017302	1045808
plasmid	NZ_CP017303	1045808
plasmid	NZ_CP017304	1045808
plasmid	NZ_CP016798	1580
plasmid	NC_006424	43080
plasmid	NC_007635	562
plasmid	NZ_CP016799	1580
plasmid	NZ_CP016800	1580
plasmid	NZ_CP016801	1580
plasmid	NZ_CP016802	1580
plasmid	NZ_CP019751	1580
plasmid	NZ_CP019752	1580
plasmid	NZ_CP019753	1580
plasmid	NZ_CP019754	1580
plasmid	NZ_CP017750	876364
plasmid	NZ_CP019707	1891675
plasmid	NC_004985	1579
plasmid	NZ_CP019735	1580
plasmid	NZ_CP019736	1580
plasmid	NZ_CP019737	1580
plasmid	NZ_CP019738	1580
plasmid	NZ_CP019739	1580
plasmid	NZ_CP019740	1580
plasmid	NZ_CP019741	1580
plasmid	NZ_CP019742	1580
plasmid	NZ_CP013423	1637841
plasmid	NZ_CP013419	1637837
plasmid	NC_010464	40324
plasmid	NZ_CP018385	28450
plasmid	NZ_CP021031	1981173
plasmid	NZ_CP021032	1981173
plasmid	NZ_CP021033	1981173
plasmid	NC_005871	298386
plasmid	NC_008688	318586
plasmid	NC_007974	266264
plasmid	NC_007971	266264
plasmid	NC_007972	266264
plasmid	NZ_CP040718	654
plasmid	NC_008442	40834
plasmid	NC_020050	56107
plasmid	NC_019744	56107
plasmid	NC_019758	56107
plasmid	NC_018680	1004787
plasmid	NZ_CP046613	573
plasmid	NZ_CP046614	573
plasmid	NC_014254	644295
plasmid	NZ_CP014361	1727196
plasmid	NC_015632	647113
plasmid	NC_013157	573064
plasmid	NC_002113	42353
plasmid	NZ_CP009519	1434123
plasmid	NC_007349	269797
plasmid	NC_018021	869212
plasmid	NC_018026	706587
plasmid	NC_019975	694430
plasmid	NC_019976	694430
plasmid	NC_018682	1230587
plasmid	NC_018683	1230587
plasmid	NC_018701	1230587
plasmid	NC_019679	373994
plasmid	NC_002114	42353
plasmid	NC_019686	373994
plasmid	NZ_CP007056	797299
plasmid	NZ_CP007057	797299
plasmid	NZ_CP007058	797299
plasmid	NZ_CP007059	797299
plasmid	NZ_CP005681	1313291
plasmid	NZ_CP005682	1313291
plasmid	NZ_CP005683	1313291
plasmid	NZ_CP005684	1313291
plasmid	NZ_CP005685	1313291
plasmid	NC_006871	42858
plasmid	NZ_CP005686	1313291
plasmid	NZ_CP005687	1313291
plasmid	NZ_CP005688	1313291
plasmid	NZ_CP005689	1313291
plasmid	NZ_CP005690	1313291
plasmid	NZ_CP005691	1313291
plasmid	NZ_CP005692	1313291
plasmid	NZ_CP005693	1313291
plasmid	NZ_CP005694	1313291
plasmid	NZ_CP005695	1313291
plasmid	NC_002523	42906
plasmid	NZ_CP005696	1313291
plasmid	NZ_CP005697	1313291
plasmid	NZ_CP005698	1313291
plasmid	NZ_CP005699	1313291
plasmid	NZ_CP005700	1313291
plasmid	NZ_CP005701	1313291
plasmid	NZ_CP005702	1313291
plasmid	NZ_CP005703	1313291
plasmid	NZ_CP005704	1313291
plasmid	NZ_CP005705	1313291
plasmid	NC_001771	43080
plasmid	NC_020053	1173020
plasmid	NC_019698	1173020
plasmid	NZ_CP046661	1590
plasmid	NZ_CP046662	1590
plasmid	NZ_CP046663	1590
plasmid	NZ_CP046664	1590
plasmid	NZ_CP046665	1590
plasmid	NZ_CP046666	1590
plasmid	NZ_CP046667	1590
plasmid	NZ_CP046668	1590
plasmid	NC_005917	210
plasmid	NZ_CP046657	1590
plasmid	NZ_CP046658	1590
plasmid	NZ_CP046659	1590
plasmid	NZ_CP046660	1590
plasmid	NZ_CP009827	2371
plasmid	NZ_CP009824	2371
plasmid	NZ_CP009825	2371
plasmid	NZ_CP009886	2371
plasmid	NZ_CP041032	562
plasmid	NZ_CP041033	562
plasmid	NC_006425	43080
plasmid	NC_004959	1358
plasmid	NC_020797	1304892
plasmid	NC_020798	1304892
plasmid	NC_020801	1304892
plasmid	NZ_CP046630	1335
plasmid	NZ_CP037880	440524
plasmid	NZ_CP037878	440524
plasmid	NZ_CP036173	440524
plasmid	NZ_CP037873	440524
plasmid	NZ_CP037875	440524
plasmid	NZ_CP037876	440524
plasmid	NC_010887	473421
plasmid	NZ_CP015733	1849032
plasmid	NZ_CP015734	1849032
plasmid	NZ_CP015735	1849032
plasmid	NZ_CP013298	1652545
plasmid	NZ_CP013299	1652545
plasmid	NC_019937	644801
plasmid	NC_019938	644801
plasmid	NC_019939	644801
plasmid	NC_019898	717605
plasmid	NZ_CP014597	1792508
plasmid	NC_016000	56193
plasmid	NZ_CP014598	1792508
plasmid	NZ_CP014599	1792508
plasmid	NZ_CP014600	1792508
plasmid	NZ_CP014601	1792508
plasmid	NZ_CP020744	1405
plasmid	NZ_CP020745	1405
plasmid	NZ_CP020746	1405
plasmid	NZ_CP020747	1405
plasmid	NZ_CP020748	1405
plasmid	NZ_CP020749	1405
plasmid	NC_011746	585398
plasmid	NZ_CP020750	1405
plasmid	NZ_CP020751	1405
plasmid	NZ_CP020938	1396
plasmid	NZ_CP020939	1396
plasmid	NZ_CP020940	1396
plasmid	NZ_CP020941	1396
plasmid	NC_011776	405535
plasmid	NC_011777	405535
plasmid	NC_011771	405535
plasmid	NC_012473	572264
plasmid	NC_010854	59748
plasmid	NZ_CP040341	1396
plasmid	NC_011654	405534
plasmid	NC_011655	405534
plasmid	NC_011656	405534
plasmid	NC_011657	405534
plasmid	NC_012577	568206
plasmid	NC_012579	568206
plasmid	NC_012655	592021
plasmid	NC_012656	592021
plasmid	NZ_CP045607	1396
plasmid	NC_010856	59748
plasmid	NZ_CP045608	1396
plasmid	NZ_CP045609	1396
plasmid	NZ_CP045610	1396
plasmid	NZ_CP040345	2026189
plasmid	NZ_CP040346	2026189
plasmid	NC_011775	405531
plasmid	NC_011774	405531
plasmid	NZ_CP040335	1396
plasmid	NZ_CP040343	1396
plasmid	NZ_CP021485	1254
plasmid	NC_010918	59748
plasmid	NZ_CP021486	1254
plasmid	NZ_CP021253	43770
plasmid	NZ_CP021254	43770
plasmid	NZ_CP021340	562
plasmid	NZ_CP021341	562
plasmid	NZ_LT860208	83559
plasmid	NZ_LT860210	83559
plasmid	NZ_CP021488	1254
plasmid	NZ_CP021489	1254
plasmid	NZ_KY984045	470
plasmid	NC_010899	666
plasmid	NZ_KY984046	470
plasmid	NZ_KY984047	470
plasmid	NZ_CP016078	1612551
plasmid	NZ_CP017017	1892404
plasmid	NZ_CP033725	33013
plasmid	NZ_CP033726	33013
plasmid	NC_008010	319795
plasmid	NC_009939	319795
plasmid	NC_019789	937777
plasmid	NC_019790	937777
plasmid	NC_008353	1283
plasmid	NZ_CP018396	28450
plasmid	NZ_CP015251	1423143
plasmid	NZ_CP015252	1423143
plasmid	NZ_CP015253	1423143
plasmid	NZ_CP015254	1423143
plasmid	NZ_CP015255	1423143
plasmid	NZ_CP015256	1423143
plasmid	NZ_CP045041	2751
plasmid	NZ_CP045042	2751
plasmid	NZ_CP045043	2751
plasmid	NC_007769	1286
plasmid	NZ_CP045044	2751
plasmid	NC_018486	1218175
plasmid	NC_018501	1218175
plasmid	NC_018487	1218175
plasmid	NC_018488	1218175
plasmid	NC_018502	1218175
plasmid	NC_018489	1218175
plasmid	NC_018503	1218175
plasmid	NC_018490	1218175
plasmid	NC_019733	1173022
plasmid	NC_020279	67780
plasmid	NC_001774	747
plasmid	NC_019734	1173022
plasmid	NC_019754	1173022
plasmid	NC_019735	1173022
plasmid	NC_019736	1173022
plasmid	NC_019755	1173022
plasmid	NC_019737	1173022
plasmid	NC_019756	1173022
plasmid	NC_015057	1198114
plasmid	NC_015065	1198114
plasmid	NC_015058	1198114
plasmid	NC_001705	1396
plasmid	NC_015059	1198114
plasmid	NC_015060	1198114
plasmid	NZ_CP018210	1590
plasmid	NZ_CP018211	1590
plasmid	NZ_CP018212	1590
plasmid	NZ_CP018213	1590
plasmid	NZ_CP018214	1590
plasmid	NC_015664	2716812
plasmid	NC_015657	2716812
plasmid	NZ_CP017375	1590
plasmid	NC_005970	562
plasmid	NZ_CP017376	1590
plasmid	NZ_CP017377	1590
plasmid	NZ_CP017378	1590
plasmid	NZ_CP033103	158836
plasmid	NZ_CP020862	1590
plasmid	NZ_CP017380	1590
plasmid	NZ_CP017381	1590
plasmid	NZ_CP017382	1590
plasmid	NZ_CP017383	1590
plasmid	NZ_CP019045	930806
plasmid	NC_023906	573
plasmid	NZ_CP019421	1936029
plasmid	NZ_CP019422	1936029
plasmid	NZ_CP019423	1936029
plasmid	NZ_CP019424	1936029
plasmid	NZ_CP019425	1936029
plasmid	NZ_CP011515	1658665
plasmid	NZ_CP019328	588898
plasmid	NZ_CP019329	588898
plasmid	NZ_CP019330	588898
plasmid	NZ_CP019068	1932360
plasmid	NC_023908	573
plasmid	NZ_CP019069	1932360
plasmid	NZ_CP014772	1300914
plasmid	NZ_LN831303	1407499
plasmid	NZ_LN831304	1407499
plasmid	NZ_LN831305	1407499
plasmid	NZ_CP014769	1484116
plasmid	NZ_CP014770	1484116
plasmid	NC_019967	797303
plasmid	NC_019963	797303
plasmid	NZ_CP013255	446860
plasmid	NC_023909	562
plasmid	NZ_CP013256	446860
plasmid	NZ_CP013257	446860
plasmid	NZ_CP013258	446860
plasmid	NZ_CP013613	43658
plasmid	NZ_CP014767	388950
plasmid	NC_019893	886293
plasmid	NC_019894	886293
plasmid	NC_019895	886293
plasmid	NZ_CP012644	512763
plasmid	NZ_CP012645	512763
plasmid	NC_023914	550
plasmid	NZ_CP019313	299262
plasmid	NZ_CP019314	299262
plasmid	NZ_CP019315	299262
plasmid	NZ_CP019316	299262
plasmid	NZ_CP019317	299262
plasmid	NZ_CP019318	299262
plasmid	NZ_CP019319	299262
plasmid	NC_009661	402882
plasmid	NZ_CP010823	498848
plasmid	NZ_CP010824	498848
plasmid	NC_023917	1502
plasmid	NZ_CP010825	498848
plasmid	NZ_CP010826	498848
plasmid	NC_014917	648996
plasmid	NC_019941	765912
plasmid	NZ_CP046610	488447
plasmid	NZ_CP046611	488447
plasmid	NZ_CP018745	29519
plasmid	NZ_CP018746	29519
plasmid	NZ_CP018747	29519
plasmid	NZ_CP018748	29519
plasmid	NC_023905	573
plasmid	NZ_CP018749	29519
plasmid	NZ_CP018750	29519
plasmid	NZ_CP018751	29519
plasmid	NZ_CP018752	29519
plasmid	NZ_CP018753	29519
plasmid	NZ_CP018754	29519
plasmid	NZ_CP018755	29519
plasmid	NZ_CP019845	139
plasmid	NZ_CP019846	139
plasmid	NZ_CP019847	139
plasmid	NC_023901	582
plasmid	NZ_CP019849	139
plasmid	NZ_CP019850	139
plasmid	NZ_CP019851	139
plasmid	NZ_CP019852	139
plasmid	NZ_CP019853	139
plasmid	NZ_CP019854	139
plasmid	NZ_CP019855	139
plasmid	NZ_CP020824	149539
plasmid	NZ_CP015818	1280
plasmid	NZ_CP020826	149539
plasmid	NC_024960	562
plasmid	NC_010851	349971
plasmid	NZ_CP021062	1428
plasmid	NZ_CP021063	1428
plasmid	NZ_CP021064	1428
plasmid	NZ_CP021065	1428
plasmid	NZ_CP021066	1428
plasmid	NZ_CP017981	562
plasmid	NZ_CP019918	139
plasmid	NZ_CP019919	139
plasmid	NZ_CP019920	139
plasmid	NZ_CP019921	139
plasmid	NC_024961	562
plasmid	NZ_CP019922	139
plasmid	NZ_CP019923	139
plasmid	NZ_CP019924	139
plasmid	NZ_CP019925	139
plasmid	NZ_CP019926	139
plasmid	NZ_CP020732	33967
plasmid	NZ_CP020733	33967
plasmid	NZ_CP020734	33967
plasmid	NZ_CP015339	1580
plasmid	NZ_CP015340	1580
plasmid	NC_024962	562
plasmid	NZ_CP015341	1580
plasmid	NZ_CP020605	44688
plasmid	NZ_CP020606	44688
plasmid	NZ_CP020607	44688
plasmid	NZ_CP020608	44688
plasmid	NZ_CP020609	44688
plasmid	NZ_CP020610	44688
plasmid	NZ_CP020611	44688
plasmid	NZ_CP021176	562
plasmid	NZ_CP021177	562
plasmid	NC_024965	1360
plasmid	NZ_CP021705	33959
plasmid	NZ_CP021706	33959
plasmid	NZ_CP021530	1254
plasmid	NZ_CP021531	1254
plasmid	NZ_CP021478	1580
plasmid	NZ_CP021480	1580
plasmid	NZ_CP021481	1580
plasmid	NZ_CP021482	1580
plasmid	NZ_CP021483	1580
plasmid	NZ_CP021701	33959
plasmid	NC_024966	1282
plasmid	NZ_CP021702	33959
plasmid	NZ_CP020923	59201
plasmid	NZ_CP020924	59201
plasmid	NZ_CP019048	72407
plasmid	NZ_CP019049	72407
plasmid	NZ_CP019050	72407
plasmid	NZ_CP015884	1351
plasmid	NZ_CP015885	1351
plasmid	NZ_CP021139	1985873
plasmid	NZ_CP021690	562
plasmid	NC_024968	562
plasmid	NZ_CP021429	48296
plasmid	NZ_CP021672	1580
plasmid	NZ_CP021673	1580
plasmid	NZ_CP021675	1580
plasmid	NZ_CP021676	1580
plasmid	NZ_CP021544	573
plasmid	NZ_CP021545	573
plasmid	NZ_CP021546	573
plasmid	NZ_CP021547	573
plasmid	NZ_CP021548	573
plasmid	NC_024969	562
plasmid	NZ_CP021713	573
plasmid	NZ_CP021714	573
plasmid	NZ_CP021715	573
plasmid	NZ_CP021716	573
plasmid	NZ_CP021717	573
plasmid	NZ_LT604075	1624
plasmid	NZ_CP021533	562
plasmid	NZ_CP021534	562
plasmid	NZ_CP020031	33940
plasmid	NZ_CP020032	33940
plasmid	NC_024971	1928
plasmid	NZ_CP021680	562
plasmid	NZ_CP021681	562
plasmid	NZ_CP021682	562
plasmid	NZ_CP021684	562
plasmid	NZ_CP021692	562
plasmid	NZ_CP021693	562
plasmid	NZ_CP021709	573
plasmid	NZ_CP021710	573
plasmid	NZ_CP021711	573
plasmid	NZ_CP021712	573
plasmid	NC_024972	404583
plasmid	NZ_CP020881	79883
plasmid	NZ_CP021686	573
plasmid	NZ_CP021687	573
plasmid	NZ_CP021688	573
plasmid	NZ_CP021719	562
plasmid	NZ_CP021720	562
plasmid	NZ_CP021721	562
plasmid	NZ_CP021678	1402
plasmid	NZ_CP021679	1402
plasmid	NZ_CP020838	573
plasmid	NC_024980	562
plasmid	NZ_CP020839	573
plasmid	NZ_CP020840	573
plasmid	NZ_CP020859	1624
plasmid	NZ_CP020860	1624
plasmid	NZ_CP017915	663
plasmid	NZ_CP017898	663
plasmid	NZ_CP021147	680
plasmid	NZ_CP021148	680
plasmid	NZ_CP021149	680
plasmid	NZ_CP021150	680
plasmid	NC_024981	585
plasmid	NC_010857	216816
plasmid	NZ_LT883154	90370
plasmid	NZ_CP021910	59201
plasmid	NZ_CP020842	573
plasmid	NZ_CP020843	573
plasmid	NZ_CP020844	573
plasmid	NZ_CP020845	573
plasmid	NZ_CP020846	573
plasmid	NZ_CP021670	1402
plasmid	NZ_CP021671	1402
plasmid	NZ_CP021908	1280
plasmid	NC_024982	584
plasmid	NZ_CP020932	1420917
plasmid	NZ_CP021133	296
plasmid	NZ_CP021134	296
plasmid	NZ_CP021135	296
plasmid	NZ_CP021737	562
plasmid	NZ_CP021738	562
plasmid	NZ_CP021739	562
plasmid	NZ_CP015582	53336
plasmid	NZ_CP021752	573
plasmid	NZ_CP021753	573
plasmid	NC_024984	337330
plasmid	NZ_CP021754	573
plasmid	NZ_CP021755	573
plasmid	NZ_CP021756	573
plasmid	NZ_CP020854	573
plasmid	NZ_CP020855	573
plasmid	NZ_CP021923	481145
plasmid	NZ_CP020856	573
plasmid	NZ_CP021924	481145
plasmid	NZ_CP021925	481145
plasmid	NZ_CP021871	562
plasmid	NC_024985	337330
plasmid	NZ_CP021856	573
plasmid	NZ_CP021857	573
plasmid	NZ_CP021858	573
plasmid	NZ_CP021860	573
plasmid	NZ_CP021861	573
plasmid	NZ_CP021783	470
plasmid	NZ_CP021784	470
plasmid	NZ_CP021785	470
plasmid	NZ_CP021786	470
plasmid	NZ_CP021787	470
plasmid	NC_024998	80870
plasmid	NZ_CP017901	663
plasmid	NZ_CP021655	645
plasmid	NZ_CP021656	645
plasmid	NZ_CP021657	645
plasmid	NZ_CP021658	645
plasmid	NZ_CP021540	573
plasmid	NZ_CP021541	573
plasmid	NZ_CP021542	573
plasmid	NZ_CP021543	573
plasmid	NZ_CP017909	663
plasmid	NC_025000	28090
plasmid	NZ_CP017910	663
plasmid	NZ_CP021649	1858609
plasmid	NZ_CP021650	1858609
plasmid	NZ_CP021651	1858609
plasmid	NZ_CP021834	573
plasmid	NZ_CP021835	573
plasmid	NZ_CP021836	573
plasmid	NZ_CP021837	573
plasmid	NZ_CP021884	511
plasmid	NZ_CP021336	562
plasmid	NC_025010	562
plasmid	NZ_CP021337	562
plasmid	NZ_CP021880	562
plasmid	NZ_CP021881	562
plasmid	NZ_CP021882	562
plasmid	NZ_CP020475	215743
plasmid	NZ_CP020476	215743
plasmid	NZ_CP021839	33934
plasmid	NZ_CP021741	573
plasmid	NZ_CP021742	573
plasmid	NZ_CP021743	573
plasmid	NC_025012	1396
plasmid	NZ_CP019603	450378
plasmid	NZ_CP019604	450378
plasmid	NZ_CP021758	573
plasmid	NZ_CP021759	573
plasmid	NZ_CP021760	573
plasmid	NZ_CP021761	573
plasmid	NZ_CP017573	1428
plasmid	NZ_CP017574	1428
plasmid	NZ_CP017575	1428
plasmid	NZ_CP017576	1428
plasmid	NC_011396	1402
plasmid	NZ_CP021926	1255
plasmid	NZ_CP021928	1255
plasmid	NZ_CP021510	481145
plasmid	NZ_CP021511	481145
plasmid	NZ_CP021512	481145
plasmid	NZ_CP021513	481145
plasmid	NZ_CP021514	481145
plasmid	NZ_CP021502	1590
plasmid	NZ_CP021503	1590
plasmid	NZ_CP021504	1590
plasmid	NC_025013	562
plasmid	NZ_CP022176	645
plasmid	NZ_CP022177	645
plasmid	NZ_CP022178	645
plasmid	NZ_CP022179	645
plasmid	NZ_CP022180	645
plasmid	NZ_CP021733	562
plasmid	NZ_CP021734	562
plasmid	NZ_CP021735	562
plasmid	NZ_CP011573	548
plasmid	NZ_CP022170	645
plasmid	NC_010072	632
plasmid	NC_010861	216816
plasmid	NZ_CP022171	645
plasmid	NZ_CP022172	645
plasmid	NZ_CP022173	645
plasmid	NZ_CP022174	645
plasmid	NZ_CP021951	573
plasmid	NZ_CP021952	573
plasmid	NZ_CP021953	573
plasmid	NZ_CP021954	573
plasmid	NZ_CP021940	573
plasmid	NZ_CP021941	573
plasmid	NC_025021	562
plasmid	NZ_CP021942	573
plasmid	NZ_CP021943	573
plasmid	NZ_CP022182	645
plasmid	NZ_CP022183	645
plasmid	NZ_CP021697	573
plasmid	NZ_CP021698	573
plasmid	NZ_CP021699	573
plasmid	NZ_CP021700	573
plasmid	NZ_CP021506	1390
plasmid	NZ_CP021945	573
plasmid	NC_004854	43767
plasmid	NZ_CP021946	573
plasmid	NZ_CP021947	573
plasmid	NZ_CP021948	573
plasmid	NZ_CP021949	573
plasmid	NZ_CP022021	1639
plasmid	NZ_CP021936	562
plasmid	NZ_CP021937	562
plasmid	NZ_CP021938	562
plasmid	NZ_CP021958	573
plasmid	NZ_CP021959	573
plasmid	NC_002576	43767
plasmid	NZ_CP021961	573
plasmid	NZ_CP021962	573
plasmid	NZ_CP021551	584
plasmid	NZ_CP013929	314275
plasmid	NZ_CP017230	197
plasmid	NZ_CP017231	197
plasmid	NC_011879	452863
plasmid	NC_011881	452863
plasmid	NZ_CP013241	1491
plasmid	NZ_CP015699	1844971
plasmid	NC_002137	1359
plasmid	NZ_CP011916	562
plasmid	NZ_CP021695	584
plasmid	NZ_CP021893	135461
plasmid	NZ_CP015484	470
plasmid	NZ_CP015485	470
plasmid	NZ_CP015486	470
plasmid	NZ_CP016596	1396
plasmid	NZ_CP016597	1396
plasmid	NZ_CP016317	1396
plasmid	NZ_CP012113	562
plasmid	NC_007191	1359
plasmid	NZ_CP012114	562
plasmid	NZ_CP016361	1396
plasmid	NZ_CP016362	1396
plasmid	NZ_CP016363	1396
plasmid	NZ_CP018741	1396
plasmid	NZ_CP018742	1396
plasmid	NZ_CP022557	492670
plasmid	NZ_CP022558	492670
plasmid	NZ_CP022274	546
plasmid	NZ_CP022275	546
plasmid	NC_002193	1359
plasmid	NZ_CP022276	546
plasmid	NZ_CP022277	546
plasmid	NZ_CP022688	562
plasmid	NZ_CP021853	584
plasmid	NZ_CP021854	584
plasmid	NZ_CP021855	584
plasmid	NZ_CP021977	492670
plasmid	NC_012036	521460
plasmid	NC_012037	521460
plasmid	NZ_CP021071	278153
plasmid	NC_005011	1280
plasmid	NZ_CP019637	1940762
plasmid	NZ_CP019638	1940762
plasmid	NZ_CP019222	222805
plasmid	NZ_CP019223	222805
plasmid	NZ_CP019224	222805
plasmid	NC_014316	105559
plasmid	NC_014317	105559
plasmid	NZ_CP020810	482462
plasmid	NZ_CP020811	482462
plasmid	NZ_CP020812	482462
plasmid	NC_004847	1359
plasmid	NZ_CP020813	482462
plasmid	NC_008738	351348
plasmid	NC_008739	351348
plasmid	NC_019957	212767
plasmid	NC_019958	212767
plasmid	NC_019959	212767
plasmid	NZ_CP015273	222805
plasmid	NZ_CP015274	222805
plasmid	NZ_CP015275	222805
plasmid	NZ_CP015276	222805
plasmid	NC_005706	552
plasmid	NZ_CP015277	222805
plasmid	NZ_CP021956	573
plasmid	NZ_CP021957	573
plasmid	NZ_CP021468	33995
plasmid	NZ_CP021469	33995
plasmid	NZ_CP021470	33995
plasmid	NZ_CP022144	573
plasmid	NZ_CP022145	573
plasmid	NZ_CP022146	573
plasmid	NZ_CP022147	573
plasmid	NC_001910	98794
plasmid	NC_010862	562
plasmid	NZ_CP022131	1589
plasmid	NZ_CP015351	1428
plasmid	NZ_CP015352	1428
plasmid	NZ_CP015353	1428
plasmid	NZ_CP015354	1428
plasmid	NZ_CP015355	1428
plasmid	NZ_CP015356	1428
plasmid	NZ_CP015357	1428
plasmid	NZ_CP015358	1428
plasmid	NZ_CP015359	1428
plasmid	NC_005244	231023
plasmid	NZ_CP015360	1428
plasmid	NZ_CP015361	1428
plasmid	NZ_CP019231	1428
plasmid	NZ_CP019232	1428
plasmid	NZ_CP019233	1428
plasmid	NZ_CP019234	1428
plasmid	NZ_CP019235	1428
plasmid	NC_010625	391038
plasmid	NC_010627	391038
plasmid	NZ_CP034344	1816183
plasmid	NC_001845	555217
plasmid	NZ_CP022007	32009
plasmid	NZ_CP022008	32009
plasmid	NZ_CP022009	32009
plasmid	NZ_CP022288	1423
plasmid	NZ_CP022289	1423
plasmid	NZ_CP022342	492670
plasmid	NZ_CP022343	492670
plasmid	NZ_CP022346	1428
plasmid	NZ_CP022410	210
plasmid	NZ_CP011038	28109
plasmid	NC_004922	1360
plasmid	NZ_CP016271	337330
plasmid	NZ_CP016272	337330
plasmid	NZ_CP022476	28038
plasmid	NZ_CP022317	2017485
plasmid	NZ_CP022318	2017485
plasmid	NZ_CP021998	1590
plasmid	NZ_CP022710	1599
plasmid	NZ_CP022711	1599
plasmid	NZ_CP022574	573
plasmid	NZ_CP022575	573
plasmid	NC_002502	1360
plasmid	NZ_CP022576	573
plasmid	NZ_CP021841	562
plasmid	NZ_CP021842	562
plasmid	NZ_CP021843	562
plasmid	NZ_CP022140	1243602
plasmid	NZ_CP022141	1243602
plasmid	NZ_CP022349	1134687
plasmid	NZ_CP022350	1134687
plasmid	NZ_CP022351	1134687
plasmid	NZ_CP022155	562
plasmid	NC_004955	1360
plasmid	NZ_CP022156	562
plasmid	NZ_CP022157	562
plasmid	NZ_CP022158	562
plasmid	NZ_CP022159	562
plasmid	NZ_CP022165	562
plasmid	NZ_CP022166	562
plasmid	NZ_CP022167	562
plasmid	NZ_CP010428	594679
plasmid	NZ_CP021845	562
plasmid	NZ_CP021846	562
plasmid	NC_004457	264203
plasmid	NZ_CP021847	562
plasmid	NZ_CP016613	1130829
plasmid	NZ_CP021449	305
plasmid	NZ_CP004361	1296990
plasmid	NZ_CP004362	1296990
plasmid	NZ_CP004363	1296990
plasmid	NZ_CP004364	1296990
plasmid	NZ_CP004365	1296990
plasmid	NZ_CP020907	29449
plasmid	NZ_CP020908	29449
plasmid	NC_005701	555217
plasmid	NZ_CP020909	29449
plasmid	NZ_CP020910	29449
plasmid	NZ_CP020911	29449
plasmid	NZ_CP044292	562
plasmid	NZ_CP044306	562
plasmid	NZ_CP044307	562
plasmid	NZ_CP044308	562
plasmid	NZ_CP044309	562
plasmid	NZ_CP010830	624
plasmid	NZ_CP010831	624
plasmid	NC_010332	1005048
plasmid	NZ_CP010832	624
plasmid	NZ_CP044347	562
plasmid	NZ_CP044348	562
plasmid	NZ_CP016399	1280
plasmid	NZ_CP019690	624
plasmid	NZ_CP019691	624
plasmid	NZ_CP019692	624
plasmid	NZ_CP019693	624
plasmid	NZ_CP019694	624
plasmid	NZ_CP019695	624
plasmid	NC_004059	1436
plasmid	NZ_CP019696	624
plasmid	NZ_CP020539	76947
plasmid	NZ_CP020540	76947
plasmid	NZ_CP020541	76947
plasmid	NZ_CP020542	76947
plasmid	NZ_CP022458	624
plasmid	NZ_CP022456	624
plasmid	NZ_CP044299	562
plasmid	NZ_CP044300	562
plasmid	NZ_CP044301	562
plasmid	NC_004164	44688
plasmid	NC_010870	573
plasmid	NZ_CP044302	562
plasmid	NZ_CP044303	562
plasmid	NZ_CP044304	562
plasmid	NZ_CP022536	216934
plasmid	NZ_CP022359	2018305
plasmid	NZ_CP022360	2018305
plasmid	NZ_CP034347	2494550
plasmid	NZ_LT904892	90370
plasmid	NZ_CP044294	562
plasmid	NZ_CP021823	382
plasmid	NC_004966	1360
plasmid	NZ_CP021824	382
plasmid	NZ_LT905089	90370
plasmid	NZ_CP021819	382
plasmid	NZ_CP021820	382
plasmid	NZ_CP021821	382
plasmid	NZ_CP021826	382
plasmid	NZ_CP021827	382
plasmid	NZ_CP021828	382
plasmid	NZ_CP021830	382
plasmid	NZ_CP021831	382
plasmid	NC_010865	707241
plasmid	NZ_CP021832	382
plasmid	NZ_CP021805	382
plasmid	NZ_CP021806	382
plasmid	NZ_CP021807	382
plasmid	NZ_CP021794	382
plasmid	NZ_CP021795	382
plasmid	NZ_CP021796	382
plasmid	NZ_CP021809	382
plasmid	NZ_CP021810	382
plasmid	NZ_CP021811	382
plasmid	NC_010982	627343
plasmid	NZ_CP021801	382
