scientificName	nuccoreAcc	taxid
Bacteria	MF157411	2
Clostridium sp. MT351	JQ807734	1195166
Borrelia miyamotoi	CP024335	47466
Borrelia miyamotoi	CP036917	47466
Borrelia miyamotoi	CP024375	47466
Borrelia miyamotoi	CP024330	47466
Borrelia miyamotoi	CP024327	47466
Borrelia miyamotoi	CP036766	47466
Borrelia miyamotoi	CP044826	47466
Borrelia miyamotoi	CP044660	47466
Borrelia miyamotoi	CP036783	47466
Borrelia miyamotoi	CP036942	47466
Borrelia miyamotoi	CP044656	47466
Borrelia miyamotoi	CP037269	47466
Borrelia miyamotoi	CP037080	47466
Staphylococcus hominis	CP014106	1290
Staphylococcus hominis	CP014108	1290
Staphylococcus aureus	CP030674	1280
Staphylococcus epidermidis	CP018843	1282
Staphylococcus warneri	CP033101	1292
Klebsiella pneumoniae	JQ319767	573
Enterobacteriaceae	KM107847	543
Enterobacteriaceae	CP025336	543
Enterobacteriaceae	CP023868	543
Proteobacteria	CP017224	1224
Salmonella enterica	CP030193	28901
Salmonella sp. SSDFZ54	CP034825	2500542
Salmonella enterica	CP038598	28901
Enterobacteriaceae	CP039274	543
Enterobacter hormaechei	CP012166	158836
Enterobacteriaceae	CP041736	543
Enterobacteriaceae	CP010389	543
Enterobacteriaceae	CP018317	543
Enterobacteriaceae	CP043749	543
Enterobacteriaceae	CP037448	543
Enterobacteriaceae	CP034829	543
Escherichia coli	KY612498	562
Escherichia coli	CP010156	562
Klebsiella pneumoniae	CP027040	573
Enterobacteriaceae	CP014300	543
Enterobacteriaceae	CP008845	543
Enterobacteriaceae	CP011607	543
Enterobacteriaceae	CP039323	543
Enterobacteriaceae	CP019902	543
Enterobacteriaceae	CP034050	543
Enterobacteriaceae	CP024491	543
Enterobacteriaceae	CP036322	543
Enterobacteriaceae	CP034676	543
Klebsiella pneumoniae	CP029779	573
Klebsiella pneumoniae	CP036189	573
Enterobacteriaceae	CP038459	543
Enterobacteriaceae	CP035218	543
Enterobacteriaceae	CP034682	543
Enterobacteriaceae	JX566768	543
Corynebacterium jeikeium	CP033786	38289
Enterobacter sp. RFL1396	AF527822	211595
Bacteria	CP033785	2
Bacteria	CP033804	2
Leclercia adecarboxylata	CP042510	83655
Enterobacteriaceae	CP016527	543
Enterobacteriaceae	CP011316	543
Klebsiella pneumoniae	CP031813	573
Salmonella enterica	CP001112	28901
Enterobacteriaceae	LT985313	543
Enterobacteriaceae	CP031822	543
Rahnella sp. WMR42	FN429021	657334
Salmonella enterica	CP034969	28901
Salmonella enterica	CP039275	28901
Escherichia coli	CP028466	562
Klebsiella pneumoniae	CP025579	573
Escherichia coli	AP019680	562
Escherichia coli	CP034742	562
Salmonella	CP034823	590
Escherichia coli	CP026574	562
Escherichia coli	CP011067	562
Escherichia coli	CP024802	562
Escherichia coli	CP036184	562
Proteus mirabilis	JQ319766	584
Yersinia enterocolitica	NC_005570	630
Escherichia coli	CP042612	562
Escherichia coli	AY589570	562
Enterobacteriaceae	CP011603	543
Enterobacteriaceae	CP023891	543
Enterobacteriaceae	CP006637	543
Escherichia coli	CP040073	562
Cronobacter sakazakii	CP045781	28141
Corynebacterium renale	EF488047	1724
Escherichia coli	CP019255	562
Escherichia coli	CP033764	562
Enterobacteriaceae	CP044052	543
Enterobacteriaceae	LT985292	543
Pantoea agglomerans	CP016891	549
Pantoea agglomerans	CP034151	549
Pantoea agglomerans	CP031652	549
Coxiella burnetii	CP014560	777
Acinetobacter baumannii	CP018144	470
Acinetobacter	CP032137	469
Acinetobacter	CP002524	469
Acinetobacter	CP020593	469
Acinetobacter	CP031382	469
Acinetobacter	MG954377	469
Acinetobacter	CP032741	469
Acinetobacter baumannii	CP032742	470
Phenylobacterium zucineum	CP000748	284016
Sphingopyxis sp. 113P3	CP009453	292913
Sphingobium hydrophobicum	CP022750	1673076
Sphingomonas sp. FARSPH	CP029986	2219696
Sphingomonas sp. NIC1	CP015523	1961362
Novosphingobium sp. KA1	AB270530	164608
Sphingomonas sp. IC081	CP029763	304378
Sphingobium herbicidovorans	CP020540	76947
Borrelia miyamotoi	CP044628	47466
Borrelia miyamotoi	CP024383	47466
Borrelia miyamotoi	CP017133	47466
Borrelia duttonii	CP000978	40834
Borrelia crocidurae	CP003427	29520
Borrelia crocidurae	CP003447	29520
Borrelia crocidurae	CP003449	29520
Borrelia crocidurae	CP003452	29520
Borrelia crocidurae	CP003454	29520
Borrelia	CP000992	138
Borrelia	CP000996	138
Borrelia duttonii	CP000990	40834
Borrelia duttonii	CP000985	40834
Borrelia duttonii	CP000987	40834
Borrelia duttonii	CP000989	40834
Borrelia crocidurae	CP003450	29520
Borrelia crocidurae	CP003458	29520
Staphylococcus	CP030458	1279
Staphylococcus	AP017923	1279
Staphylococcus	MH587574	1279
Enterobacteriaceae	CP033952	543
Klebsiella michiganensis	CP042549	1134687
Enterobacter hormaechei	CP030008	158836
Acinetobacter baumannii	CP035046	470
Acinetobacter baumannii	CP027182	470
Acinetobacter	CP026945	469
Acinetobacter	CP006769	469
Acinetobacter	CP026128	469
Acinetobacter	CP018333	469
Acetobacter pomorum	CP023191	65959
Acetobacter ghanensis	LN609304	431306
Staphylococcus epidermidis	CP024441	1282
Staphylococcus epidermidis	CP024439	1282
Planococcus sp. MB-3u-03	CP025128	2058136
Planococcus sp. MB-3u-03	CP025124	2058136
Lactobacillus	CP035025	1578
Lactobacillus	LT960786	1578
Lactobacillus	CP022476	1578
Lactobacillus	CP027192	1578
Lactobacillus	CP025475	1578
Lactobacillus sakei	CP020461	1599
Lactobacillus plantarum	CP006247	1590
Lactobacillus plantarum	CP017068	1590
Lactobacillus plantarum	CP013154	1590
Lactobacillus	CP027197	1578
Lactobacillus	CP035017	1578
Lactobacillus	CP014931	1578
Lactobacillus	CP020862	1578
Lactobacillus plantarum	CP033891	1590
Staphylococcus	CP040870	1279
Staphylococcus	CP003674	1279
Staphylococcus	CP031278	1279
Staphylococcus	CP014130	1279
Staphylococcus	CP014103	1279
Staphylococcus aureus	MH785236	1280
Staphylococcus aureus	CP042004	1280
Staphylococcus aureus	CP042154	1280
Staphylococcus aureus	JQ619831	1280
Staphylococcus aureus	MH785229	1280
Staphylococcus aureus	CP042005	1280
Staphylococcus agnetis	CP009624	985762
Enterobacteriaceae	CP041248	543
Enterobacteriaceae	CP045556	543
Enterobacteriaceae	CP026213	543
Enterobacteriaceae	CP039319	543
Enterobacteriaceae	CP035215	543
Enterobacteriaceae	CP041047	543
Citrobacter amalonaticus	CP011133	35703
Proteus vulgaris	AP004237	585
Enterobacterales	JQ996150	91347
Providencia heimbachae	CP028385	333962
Leuconostoc citreum	CP042414	33964
Leuconostoc citreum	CP042394	33964
Leuconostoc mesenteroides	CP042406	1245
Leuconostoc	CP014602	1243
Leuconostoc	CP001756	1243
Leuconostoc	LT996083	1243
Leuconostoc mesenteroides	CP014612	1245
Leuconostoc	LN890332	1243
Leuconostoc	CP042398	1243
Leuconostoc gelidum	CP017198	1244
Leuconostoc pseudomesenteroides	CP042384	33968
Leuconostoc citreum	CP024927	33964
Leuconostoc citreum	CP042416	33964
Leuconostoc citreum	DQ489740	33964
Leuconostoc carnosum	CP003854	1252
Leuconostoc gelidum	CP017199	1244
Leuconostoc	CP021968	1243
Leuconostoc	CP013017	1243
Leuconostoc	CP042421	1243
Leuconostoc	CP042375	1243
Leuconostoc carnosum	CP003852	1252
Vibrio anguillarum	CP016256	55601
Vibrio cholerae	CP043555	666
Polymorphum gilvum	CP002569	991904
Shinella sp. HZN7	CP015748	879274
Agrobacterium tumefaciens	CP026928	358
Agrobacterium tumefaciens	CP026927	358
Borrelia miyamotoi	CP036564	47466
Borrelia miyamotoi	CP024379	47466
Borrelia miyamotoi	CP037061	47466
Vibrionaceae	KP791968	641
Vibrionaceae	CP025539	641
Vibrionaceae	KX957972	641
Vibrionaceae	CP014052	641
Photobacterium damselae	KP100338	38293
Proteus mirabilis	CP017086	584
Enterobacteriaceae	LS998788	543
Enterobacteriaceae	CP026211	543
Enterobacteriaceae	AP018758	543
Enterobacteriaceae	CP026236	543
Enterobacteriaceae	CP041548	543
Enterobacteriaceae	CP011646	543
Enterobacteriaceae	CP026274	543
Escherichia coli	CP035471	562
Enterobacteriaceae	CP015078	543
Enterobacteriaceae	CP040826	543
Escherichia coli	CP041567	562
Enterobacteriaceae	CP027137	543
Escherichia coli	CP019907	562
Lactobacillus	LT960780	1578
Leuconostoc mesenteroides	CP035275	1245
Lactobacillus	CP019713	1578
Lactobacillus	CP014876	1578
Lactobacillus	CP017701	1578
Lactobacillus	CP005982	1578
Lactobacillus plantarum	CP017369	1590
Weissella cibaria	CP041196	137591
Enterobacteriaceae	CP030079	543
Enterobacteriaceae	CP024681	543
Citrobacter	MK167988	544
Citrobacter freundii	CP033743	546
Enterobacter	CP010383	547
Enterobacter	CP043768	547
Enterobacter cloacae	KY126370	550
Enterococcus	CP043327	1350
Enterococcus	NC_011140	1350
Enterococcus	CP020486	1350
Enterococcus	KX810026	1350
Enterococcus faecium	AM931300	1352
Enterococcus faecium	NC_008821	1352
Enterococcus faecalis	GQ484954	1351
Enterococcus faecalis	CP022486	1351
Enterococcus faecium	GQ900435	1352
Enterococcus faecium	CP012464	1352
Enterococcus faecium	KX574671	1352
Enterococcus faecium	CP018825	1352
Enterococcus faecalis	CP036247	1351
Ilyobacter polytropus	CP002283	167642
Bacillus muralis	CP017081	264697
Bacillus kochii	CP022984	859143
Klebsiella pneumoniae	CP032835	573
Klebsiella pneumoniae	CP032837	573
Escherichia coli	CP018105	562
Escherichia coli	MG836696	562
Klebsiella	AP019691	570
Klebsiella	CP031581	570
Enterobacteriaceae	CP026852	543
Enterobacteriaceae	MK036885	543
Klebsiella pneumoniae	CP000650	573
Klebsiella pneumoniae	CP045019	573
Klebsiella sp. PO552	CP037444	1972757
Raoultella planticola	CP019900	575
Enterobacter	CP008898	547
Klebsiella pneumoniae	CP018737	573
Klebsiella pneumoniae	CP011576	573
Enterobacteriaceae	CP035538	543
Enterobacteriaceae	AP018752	543
Enterobacteriaceae	CP006801	543
Enterobacteriaceae	CP016812	543
Enterobacteriaceae	KJ958927	543
Enterobacter cloacae	MG764554	550
Enterobacteriaceae	AP018567	543
Enterobacteriaceae	CP039972	543
Enterobacteriaceae	CP043758	543
Enterobacteriaceae	MK079573	543
Escherichia	HG963476	561
Escherichia coli	MG780294	562
Escherichia coli	LT985322	562
Escherichia coli	CP043753	562
Enterobacteriaceae	KF954150	543
Enterobacteriaceae	CP035209	543
Klebsiella pneumoniae	CP018316	573
Klebsiella pneumoniae	CP032227	573
Enterobacteriaceae	CP041444	543
Enterobacteriaceae	CP035198	543
Enterobacteriaceae	CP014758	543
Enterobacteriaceae	MK248692	543
Enterobacteriaceae	CP042971	543
Klebsiella pneumoniae	CP036447	573
Klebsiella pneumoniae	CP020073	573
Enterobacteriaceae	CP014299	543
Enterobacteriaceae	KY296104	543
Enterobacteriaceae	CP015991	543
Enterobacteriaceae	MH919378	543
Enterobacteriaceae	CP020110	543
Enterobacteriaceae	CP044204	543
Klebsiella pneumoniae	CP032171	573
Enterobacter kobei	CP043514	208224
Escherichia coli	CP038458	562
Escherichia coli	CP045280	562
Klebsiella pneumoniae	MK773538	573
Chromobacterium sp. IIBBL 274-1	CP029555	2202142
Herbaspirillum seropedicae	CP034394	964
Leuconostoc carnosum	LT996084	1252
Leuconostoc gelidum	CP017200	1244
Leuconostoc mesenteroides	CP035273	1245
Leuconostoc mesenteroides	CP020734	1245
Leuconostoc citreum	AJ493278	33964
Leuconostoc	CP042397	1243
Leuconostoc	CP021969	1243
Leuconostocaceae	CP037937	81850
Leuconostocaceae	CP035142	81850
Leuconostocaceae	CP042403	81850
Weissella cibaria	CP012875	137591
Leuconostoc lactis	CP042423	1246
Leuconostoc	CP016331	1243
Leuconostoc	CP016599	1243
Leuconostoc lactis	CP042388	1246
Leuconostoc citreum	DQ489739	33964
Leuconostocaceae	CP002900	81850
Weissella soli	CP042381	155866
Weissella cibaria	CP027428	137591
Leuconostoc mesenteroides	AP017938	1245
Leuconostoc lactis	CP016601	1246
Weissella cibaria	CP012876	137591
Weissella confusa	CP027566	1583
Leuconostoc mesenteroides	CP042407	1245
Sphingopyxis macrogoltabida	CP009431	33050
Blastomonas fulva	CP020084	1550728
Blastomonas sp. RAC04	CP016462	1842535
Sphingopyxis macrogoltabida	CP012701	33050
Sphingopyxis sp. FD7	AP017899	1914525
Nostoc commune	AP018333	1178
Nostoc sphaeroides	CP031944	446679
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	CP026696	1618022
Calothrix brevissima	AP018213	938406
Microchaete diplosiphon	AP018244	1197
Calothrix brevissima	AP018214	938406
Escherichia coli	CU928149	562
Escherichia coli	LR025104	562
Enterobacterales	FJ666132	91347
Enterobacteriaceae	HE578058	543
Enterobacteriaceae	HG963477	543
Escherichia coli	JN935898	562
Enterobacteriaceae	CP022964	543
Escherichia coli	CP022281	562
Salmonella enterica	CP030208	28901
Enterobacteriaceae	CP014974	543
Enterobacteriaceae	CP044153	543
Enterobacteriaceae	JN935897	543
Enterobacteriaceae	CP024290	543
Escherichia coli	CP010127	562
Enterobacteriaceae	CP012734	543
Enterobacteriaceae	JQ269336	543
Enterobacteriaceae	CP024467	543
Salmonella enterica	MK360096	28901
Salmonella enterica	CP022061	28901
Enterobacteriaceae	EU219533	543
Enterobacteriaceae	AP019764	543
Enterobacteriaceae	MF428416	543
Salmonella enterica	CP016575	28901
Salmonella enterica	CP029854	28901
Salmonella enterica	CP034075	28901
Enterobacteriaceae	KX833212	543
Salmonella enterica	CP030195	28901
Enterobacteriaceae	CP041058	543
Enterobacteriaceae	CP029139	543
Enterobacteriaceae	CP023253	543
Enterobacteriaceae	CP041121	543
Enterobacteriaceae	CP024436	543
Enterobacteriaceae	AY178821	543
Enterobacteriaceae	CP030116	543
Enterobacteriaceae	CP032422	543
Enterobacteriaceae	CP030213	543
Enterobacteriaceae	CP016511	543
Enterobacteriaceae	CP031921	543
Escherichia coli	CP011142	562
Salmonella enterica	CP016566	28901
Enterobacteriaceae	CP011842	543
Escherichia coli	GU214746	562
Escherichia coli	CP032886	562
Salmonella enterica	CP039598	28901
Chryseobacterium shandongense	CP033913	1493872
Chryseobacterium balustinum	CP033935	246
Bordetella parapertussis	HE965804	519
Xanthomonas fragariae	CP016832	48664
Xanthomonas fragariae	LT853884	48664
Alicyclobacillus acidocaldarius	CP001730	405212
Paenarthrobacter aurescens	CP000475	43663
Arthrobacter crystallopoietes	CP018865	37928
Bacillus sp. FDAARGOS_527	CP033788	2576356
Bacillus sp. FDAARGOS_235	CP020435	1839798
Bacillus mycoides	CP020751	1405
Bacillus thuringiensis	CP044981	1428
Bacillus pseudomycoides	CP007623	64104
Bacillus cereus	CP000044	1396
Gluconobacter oxydans	AB086443	442
Acetobacter pasteurianus	AP011127	438
Escherichia albertii	CP030786	208962
Escherichia albertii	CP034167	208962
Escherichia albertii	CP025678	208962
Escherichia coli	CP012492	562
Escherichia albertii	CP030779	208962
Escherichia coli	CP027438	562
Escherichia coli	CP012500	562
Escherichia coli	CP042296	562
Escherichia coli	CP012498	562
Escherichia coli	CP002732	562
Escherichia coli	CP028195	562
Escherichia coli	CP042619	562
Escherichia coli	CP022280	562
Escherichia coli	AB024946	562
Escherichia coli	AP019857	562
Shigella	CP026835	620
Shigella	CP026879	620
Shigella	CP026783	620
Shigella	CP012142	620
Enterobacteriaceae	CP001064	543
Enterobacteriaceae	AY879342	543
Enterobacteriaceae	CP026798	543
Shigella boydii	CP026733	621
Escherichia coli	CP025854	562
Escherichia coli	CP024227	562
Escherichia coli	CP024255	562
Escherichia coli	CP025921	562
Escherichia coli	NC_007635	562
Escherichia coli	CP023352	562
Escherichia coli	CP024277	562
Escherichia coli	LT174529	562
Escherichia coli	FN649418	562
Escherichia coli	CP000799	562
Streptococcus thermophilus	AY312234	1308
Streptococcus thermophilus	DQ295022	1308
Cupriavidus malaysiensis	CP017756	367825
Cupriavidus sp. USMAHM13	CP017753	1389192
Pseudomonas sp.	MK376337	306
Pseudomonas	KX353853	286
Pseudomonas	KX353851	286
Sphingobium	AP010807	165695
Sphingomonas wittichii	CP021192	160791
Sphingomonadaceae	CP013271	41297
Sphingobium yanoikuyae	AB265740	13690
Sphingomonas sp. IC081	CP029769	304378
Sphingomonas sp. IC081	CP029768	304378
Sphingobium xenophagum	AY787146	121428
Sphingobium sp. TKS	CP005092	1315974
Sphingobium herbicidovorans	CP020542	76947
Lactobacillus backii	CP014631	375175
Lactobacillus backii	CP014892	375175
Lactobacillus backii	CP014882	375175
Lactobacillus malefermentans	CP042372	176292
Pediococcus damnosus	CP012296	51663
Pediococcus pentosaceus	CP021475	1255
Lactobacillus helveticus	CP019583	1587
Lactobacillus farciminis	CP011953	1612
Lactobacillus pentosus	CP032661	1589
Lactobacillus futsaii	CP040737	938155
Lactobacillus plantarum	KT149390	1590
Lactobacillus plantarum	CP013166	1590
Lactobacillus plantarum	CP017356	1590
Lactobacillus plantarum	CP017377	1590
Lactobacillus plantarum	CP013152	1590
Lactobacillus plantarum	CP035559	1590
Lactobacillus plantarum	CP021931	1590
Lactobacillus plantarum	CP018326	1590
Lactobacillus plantarum	CP025415	1590
Lactobacillus helveticus	CP002430	1587
Lactobacillus helveticus	CP031020	1587
Lactobacillus helveticus	CP015497	1587
Lactobacillus brevis	CP021673	1580
Lactobacillus paracollinoides	CP014919	240427
Lactobacillus helveticus	CP019582	1587
Lactobacillus paracasei	AY673957	1597
Bacillus	AP019715	55087
Lactococcus lactis	HM021329	1358
Lactococcus lactis	CP016715	1358
Lactococcus lactis	CP016747	1358
Lactococcus lactis	CP003158	1358
Lactococcus lactis	DQ149244	1358
Lactococcus lactis	CP029293	1358
Lactococcus lactis	CP016693	1358
Lactococcus lactis	CP003135	1358
Lactococcus lactis	HM021328	1358
Lactococcus lactis	CP020605	1358
Lactococcus lactis	CP020608	1358
Vibrio campbellii	CP026319	680
Vibrio campbellii	CP026317	680
Vibrio campbellii	CP026320	680
Sodalis glossinidius	LN854559	63612
Sodalis glossinidius	AP008235	63612
Borrelia miyamotoi	CP037272	47466
Borrelia miyamotoi	CP037267	47466
Borrelia miyamotoi	CP036968	47466
Acinetobacter wuhouensis	CP033124	1879050
Acinetobacter sp. ACNIH2	CP026413	1758189
Acinetobacter sp. SWBY1	MH999418	2079596
Acinetobacter	CP040082	469
Acinetobacter	CP007713	469
Acinetobacter	CP003968	469
Acinetobacter pittii	CP033543	48296
Acinetobacter baumannii	CP026126	470
Acinetobacter baumannii	CP010400	470
Acinetobacter baumannii	LR026972	470
Acinetobacter	CP014655	469
Acinetobacter	CP033528	469
Acinetobacter pittii	CP033521	48296
Acinetobacter baumannii	CP018862	470
Acinetobacter	CP029391	469
Acinetobacter	CP032107	469
Acinetobacter	CP033122	469
Acinetobacter	CP043308	469
Acinetobacter sp. WCHA55	CP032283	2004646
Acinetobacter junii	CP028799	40215
Acinetobacter lwoffii	CP032114	28090
Klebsiella pneumoniae	CP044048	573
Acinetobacter johnsonii	CP010353	40214
Acinetobacter sp. M131	JX101641	1280052
Acinetobacter wuhouensis	CP031715	1879050
Acinetobacter	JX101643	469
Acinetobacter	CP032277	469
Acinetobacter	CP026421	469
Acinetobacter	AP019746	469
Acinetobacter wuhouensis	CP031714	1879050
Acinetobacter nosocomialis	CP033554	106654
Acinetobacter defluvii	CP029392	1871111
Acinetobacter lwoffii	CP032123	28090
Novosphingobium sp. PP1Y	FR856859	702113
Sphingomonas sp. AAP5	CP037915	1523415
Agrobacterium tumefaciens	KY000060	358
Agrobacterium vitis	KY000056	373
Rhizobiaceae	KY000042	82115
Rhizobiaceae	AE007871	82115
Rhizobiaceae	MF511177	82115
Agrobacterium	CP042277	357
Agrobacterium	KY000067	357
Agrobacterium	KY000041	357
Agrobacterium	KY000027	357
Agrobacterium	KY000039	357
Agrobacterium	CP000630	357
Agrobacterium	CP039926	357
Sinorhizobium meliloti	CP021816	382
Bifidobacterium catenulatum	AB713429	1686
Bifidobacterium catenulatum	DQ011664	1686
Bifidobacterium longum	DQ452864	216816
Bifidobacterium longum	KP691636	216816
Bifidobacterium longum	AY112724	216816
Enterococcus faecium	LC495616	1352
Enterococcus faecium	CP012438	1352
Enterococcus faecium	CP041272	1352
Enterococcus faecium	CP044266	1352
Enterococcus faecium	CP040742	1352
Enterococcus faecium	CP040238	1352
Enterococcus faecium	CP025393	1352
Lactobacillus	CP006249	1578
Lactobacillus	CP012123	1578
Lactobacillus	CP027196	1578
Lactobacillus	CP002223	1578
Lactobacillus	CP013151	1578
Lactobacillus	CP018211	1578
Lactobacillus plantarum	CP015859	1590
Lactobacillus plantarum	CP035148	1590
Lactobacillus plantarum	CP006039	1590
Lactobacillus plantarum	CP025692	1590
Lactobacillus plantarum	CP024414	1590
Lactobacillus pentosus	CP032655	1589
Lactobacillus pentosus	CP032758	1589
Lactobacillus pentosus	CP022131	1589
Lactobacillus plantarum	CP017383	1590
Lactobacillus plantarum	CP035157	1590
Lactobacillus plantarum	CP023302	1590
Lactobacillus plantarum	CP032754	1590
Lactobacillus plantarum	CP017409	1590
Lactobacillus plantarum	CP017380	1590
Lactobacillus buchneri	CP002653	1581
Lactobacillus parabuchneri	CP018798	152331
Lactobacillus plantarum	CP017958	1590
Lactobacillus plantarum	CP018327	1590
Lactobacillus plantarum	CP037434	1590
Lactobacillus plantarum	CP032756	1590
Lactobacillus plantarum	CP035171	1590
Lactobacillus plantarum	CP006248	1590
Lactobacillus plantarum	CP020096	1590
Lactobacillus plantarum	CP025588	1590
Lactobacillus manihotivorans	CP045069	88233
Pediococcus acidilactici	CP021485	1254
Pediococcus acidilactici	CP018765	1254
Pediococcus pentosaceus	CP023007	1255
Pediococcus pentosaceus	CP021926	1255
Lactobacillus coryniformis	CP017698	1610
Lactobacillus plantarum	CP017408	1590
Lactobacillus plantarum	CP012651	1590
Lactobacillus plantarum	CP025283	1590
Lactobacillus plantarum	CP013150	1590
Lactobacillus hordei	CP018178	468911
Oenococcus oeni	JX416329	1247
Pediococcus parvulus	MF766019	54062
Lactobacillus plantarum	CP035570	1590
Thermus sp. 4C	EF407947	446041
Sodalis glossinidius	LN854558	63612
Serratia symbiotica	AP019532	138074
Candidatus Hamiltonella defensa	CP021664	138072
Candidatus Hamiltonella defensa	CP021667	138072
Candidatus Hamiltonella defensa	CP023990	138072
Acinetobacter pittii	CP040913	48296
Acinetobacter pittii	CP021429	48296
Acinetobacter pittii	CP029611	48296
Acinetobacter sp. DUT-2	CP014652	1809055
Acinetobacter sp. DUT-2	CP014654	1809055
Acinetobacter baumannii	CP042210	470
Acinetobacter baumannii	CP038263	470
Acinetobacter baumannii	CP038259	470
Acinetobacter	CP026129	469
Acinetobacter pittii	CP033541	48296
Acinetobacter	CP033546	469
Acinetobacter	CP014653	469
Acinetobacter	CP033559	469
Waddlia chondrophila	CP001929	71667
Mycobacterium	CP040246	1763
Mycobacterium	CP022225	1763
Mycobacterium chimaera	CP015276	222805
Butyrivibrio proteoclasticus	CP001813	43305
Buchnera aphidicola	AP019380	9
Buchnera aphidicola	CP034853	9
Neisseria lactamica	DQ227323	486
Pseudomonas fluorescens	JQ737005	294
Pseudomonas fluorescens	CP003042	294
Pseudomonas lurida	CP015640	244566
Pseudomonas furukawaii	AP014863	1149133
Campylobacter concisus	CP000794	199
Bacillus thuringiensis	CP010004	1428
Bacillus cereus	CP009635	1396
Lactobacillus delbrueckii	AF109691	1584
Lactobacillus delbrueckii	CP031024	1584
Lactobacillus delbrueckii	CP002342	1584
Lactobacillus delbrueckii	AF236060	1584
Xenorhabdus bovienii	FO818639	40576
Xenorhabdus doucetiae	FO704549	351671
Morganellaceae	JX514065	1903414
Morganellaceae	CP031120	1903414
Morganellaceae	KF364957	1903414
Proteobacteria	JX514066	1224
Proteobacteria	KF364954	1224
Proteobacteria	KM577619	1224
Ochrobactrum anthropi	HF913787	529
Escherichia coli	MK753225	562
Escherichia coli	CP035489	562
Pantoea ananatis	CP022428	553
Escherichia coli	KT950741	562
Escherichia coli	KT950740	562
Escherichia coli	MH192349	562
Escherichia coli	AF197335	562
Escherichia coli	CP016009	562
Escherichia coli	CP010185	562
Escherichia coli	CP019956	562
Escherichia coli	CP009169	562
Enterobacteriaceae	AF300473	543
Enterobacteriaceae	CP017223	543
Enterobacteriaceae	HQ230977	543
Enterobacteriaceae	AP019767	543
Salmonella enterica	AY079201	28901
Escherichia coli	AJ001708	562
Enterobacteriaceae	HF570110	543
Enterobacteriaceae	AF282884	543
Salmonella enterica	CP021910	28901
Salmonella enterica	CP033225	28901
Thiomonas	LR131955	32012
Lactobacillus plantarum	CP018213	1590
Lactobacillus brevis	CP031212	1580
Lactobacillus plantarum	CP040375	1590
Lactobacillus fermentum	CP019033	1613
Lactobacillus paragasseri	CP040502	525326
Lactobacillus gastricus	CP045731	227942
Marivivens sp. JLT3646	CP018573	1920883
Rhodobacteraceae bacterium	CP021116	1904441
Salmonella enterica	CP022137	28901
Salmonella enterica	CP023469	28901
Salmonella enterica	CP030027	28901
Salmonella enterica	CP026701	28901
Salmonella enterica	CP004058	28901
Salmonella enterica	CP026570	28901
Salmonella enterica	CP007508	28901
Salmonella enterica	CP012348	28901
Salmonella enterica	AY509003	28901
Salmonella enterica	HF969016	28901
Salmonella enterica	CP022660	28901
Salmonella enterica	CP030220	28901
Campylobacter coli	MH634992	195
Campylobacter	CP017870	194
Campylobacter	CP044263	194
Campylobacter coli	CP017867	195
Campylobacter coli	CP045792	195
Campylobacter coli	MH634987	195
Campylobacter coli	CP028188	195
Campylobacter jejuni	CP017231	197
Lactobacillus brevis	CP016801	1580
Lactobacillus brevis	CP031171	1580
Lactobacillus plantarum	CP013160	1590
Lactobacillus plantarum	CP035573	1590
Pediococcus pentosaceus	NC_012031	1255
Pediococcus damnosus	CP012295	51663
Lactobacillus brevis	CP021458	1580
Lactobacillus brevis	CP031213	1580
Lactobacillus plantarum	CP015128	1590
Lactobacillus sp. D1501	CP028328	2108362
Lactobacillus plantarum	CP016631	1590
Lactobacillus plantarum	KT149388	1590
Lactobacillales	CP003162	186826
Lactobacillales	CP032463	186826
Lactobacillus coryniformis	CP017700	1610
Lactobacillus plantarum	CP006034	1590
Lactobacillus sakei	AP017930	1599
Lactobacillaceae	CP023006	33958
Lactobacillaceae	CP015969	33958
Lactobacillus plantarum	CP037437	1590
Lactobacillus plantarum	CP018328	1590
Lactobacillus	CP032656	1578
Lactobacillus	CP028327	1578
Lactobacillus	KT149387	1578
Lactobacillus	CP028983	1578
Lactobacillus plantarum	CP035118	1590
Clostridium botulinum	AM412318	1491
Clostridium botulinum	CP013858	1491
Clostridium botulinum	CP013842	1491
Rahnella sp. ERMR1:05	CP019065	1805933
Rahnella sp. ERMR1:05	CP019064	1805933
Rhodobacteraceae bacterium SH-1	CP043620	2605946
Rhodobacter sp. LPB0142	CP017782	1850250
Rhodobacteraceae	CP028474	31989
Rhodobacteraceae	CP022197	31989
Celeribacter indicus	CP004396	1208324
Defluviimonas alba	CP012662	1335048
Rhodobacteraceae bacterium	CP031591	1904441
Haematobacter massiliensis	CP035507	195105
Haematobacter massiliensis	CP035515	195105
Tabrizicola sp. K13M18	CP034329	2494374
Helicobacter pylori	CP002984	210
Helicobacter pylori	CP032047	210
Helicobacter pylori	AP012602	210
Helicobacter pylori	DQ239897	210
Helicobacter pylori	CP034313	210
Helicobacter pylori	AP017634	210
Helicobacter pylori	CP003487	210
Helicobacter pylori	CP002954	210
Helicobacter pylori	AF275307	210
Helicobacter pylori	CP032035	210
Helicobacter pylori	CP032045	210
Helicobacter pylori	CP002333	210
Helicobacter acinonychis	AM260523	212
Helicobacter pylori	AF469113	210
