scientificName	nuccoreAcc	taxid
Geminocystis sp. NIES-3709	AP014826	1617448
Geminocystis sp. NIES-3709	AP014824	1617448
Corynebacterium halotolerans	CP003698	225326
Corynebacterium sp. L2-79-05	DQ390457	373068
Corynebacterium stationis	CP009252	1705
Corynebacterium marinum	CP007792	349751
Bacillus cytotoxicus	CP000765	580165
Bacillaceae	CP001178	186817
Escherichia coli	CP019281	562
Acinetobacter soli	CP016903	487316
Acinetobacter baumannii	CP034096	470
Gluconobacter oxydans	CP000004	442
Gluconobacter thailandicus	CP043044	257438
Gluconobacter oxydans	CP003927	442
Gluconobacter thailandicus	CP043045	257438
Gluconobacter albidus	CP014690	318683
Leptolyngbya boryana	AP014641	1184
Sinorhizobium medicae	CP000741	110321
Sinorhizobium meliloti	CP026528	382
Rhizobium leguminosarum	CP025510	384
Rhizobium leguminosarum	AM236081	384
Rhizobium leguminosarum	CP016292	384
Rhizobium leguminosarum	CP018231	384
Rhizobium leguminosarum	CP018234	384
Rhizobium leguminosarum	CP018236	384
Nonomuraea gerenzanensis	LT559119	93944
Couchioplanes caeruleus	AB981620	56438
Methylobacterium radiotolerans	CP001004	31998
Methylobacterium radiotolerans	CP001005	31998
Methylobacterium radiotolerans	CP001007	31998
Methylobacterium oryzae	JX627583	334852
Salimicrobium jeotgali	CP011362	1230341
Salimicrobium jeotgali	CP011363	1230341
Enterobacterales	HF560646	91347
Enterobacterales	CP037907	91347
Candidatus Hamiltonella defensa	CP017616	138072
Stanieria cyanosphaera	CP003656	102116
Chondrocystis sp. NIES-4102	AP018284	2005460
Chondrocystis sp. NIES-4102	AP018282	2005460
Azospirillum brasilense	CP022261	192
Azospirillum brasilense	CP032326	192
Azospirillum brasilense	CP012918	192
Selenomonas ruminantium	AP012299	971
Selenomonas ruminantium	AP012293	971
Microscilla sp. PRE1	AF339846	155537
Nitrosomonas sp.	AB018481	42353
Nitrosomonas sp.	AB018480	42353
Escherichia coli	CP034740	562
Bacteroides salanitronis	CP002532	376805
Bacteroides fragilis	CP036543	817
Acinetobacter sp. WCHAc010034	CP032267	1879049
Acinetobacter cumulans	CP035942	2136182
Acinetobacter wuhouensis	CP033120	1879050
Acinetobacter sp. WCHAc010034	CP032276	1879049
Lactobacillus plantarum	MH544243	1590
Lactobacillus plantarum	CP025994	1590
Escherichia coli	CP035359	562
Escherichia coli	CP035358	562
Escherichia coli	CP035342	562
Escherichia coli	CP035348	562
Mycolicibacterium fortuitum	M23557	1766
Synechococcus sp. PCC 7117	CP016482	195498
Synechococcus	CP040361	1129
Synechococcus	CP000957	1129
Synechococcus	CP016489	1129
Burkholderia pseudomallei	GQ401131	28450
Microcoleus sp. PCC 7113	CP003636	1173027
Microcoleus sp. PCC 7113	CP003637	1173027
Bacillus cereus	CP009594	1396
Bacillus	CP009599	55087
Bacillus	CP009638	55087
Bacillus thuringiensis	CP009332	1428
Bacillus thuringiensis	CP009718	1428
Bacillus thuringiensis	CP012104	1428
Bacillus cereus	CP014487	1396
Bacillus cereus	CP009637	1396
Lactobacillus kefiranofaciens	CP002765	267818
Lactobacillus helveticus	AJ222725	1587
Lactobacillus gallinarum	CP012893	52242
Alteromonas stellipolaris	CP013927	233316
Vibrio casei	AP018683	673372
Aliivibrio salmonicida	CP034238	40269
Roseobacter denitrificans	CP000467	2434
Sulfitobacter guttiformis	JN172928	74349
Nitrosospira multiformis	CP000105	1231
Bacillus licheniformis	AJ748844	1402
Bacillus cereus	CP015590	1396
Salmonella enterica	CP022065	28901
Escherichia coli	CP029060	562
Escherichia coli	CP011336	562
Escherichia coli	CP027396	562
Escherichia coli	CP011338	562
Pelobacter propionicus	CP000483	29543
Anabaena cylindrica	CP003664	1165
Paracoccus aminophilus	CP006655	34003
Paracoccus aminophilus	CP006651	34003
Paracoccus aminophilus	GQ468938	34003
Xanthomonas euvesicatoria	AM039951	456327
Xanthomonas	CP017309	338
Xanthomonas	CP020887	338
Xanthomonas citri	CP022268	346
Xanthomonas axonopodis	CP031060	53413
Xanthomonas campestris	CP017324	339
Elusimicrobia	AP017462	641853
Candidatus Endomicrobium trichonymphae	AP017461	1408204
Candidatus Endomicrobium trichonymphae	AP017460	1408204
Paeniclostridium sordellii	LN680000	1505
Paeniclostridium sordellii	CP014149	1505
Prevotella melaninogenica	AP018051	28132
Prevotella scopos	CP016206	589437
Rahnella sp. Y9602	CP002507	741091
Enterobacter sp. 638	CP000654	399742
Defluviimonas alba	CP012664	1335048
Thioclava nitratireducens	CP019438	1915078
Paracoccus zhejiangensis	CP025431	1077935
Clostridium botulinum	KT897278	1491
Clostridium baratii	CP014203	1561
Paracoccus aestuarii	JQ041633	453842
Streptomyces collinus	CP006261	42684
Synechococcus sp. PCC 7502	CP003596	1173263
Rhodobacteraceae bacterium	CP031587	1904441
Rhodobacter sp. CZR27	CP023551	2033869
Leisingera aquaemixtae	CP041155	1396826
Bacillus cereus	CP003749	1396
Moorea producens	CP017710	1155739
Moorea producens	CP017709	1155739
Candidatus Phytoplasma australiense	DQ119295	59748
Candidatus Phytoplasma australiense	DQ318777	59748
Candidatus Phytoplasma australiense	DQ318776	59748
Synechococcus sp. NIES-970	AP017960	1827144
Synechococcus sp. NIES-970	AP017961	1827144
Allochromatium vinosum	CP001898	1049
Brachyspira hyodysenteriae	CP001360	159
Brachyspira hyodysenteriae	CP016085	159
Streptosporangium roseum	CP001815	2001
Streptomyces	AY943953	1883
Streptomyces lunaelactis	CP026306	1535768
Crocosphaera subtropica	CP000811	43989
Pseudomonas sp. K-62	AB714582	76885
Methylobacterium brachiatum	CP033234	269660
Borreliella valaisiana	CP001434	62088
Borreliella burgdorferi	CP001495	139
Borreliella burgdorferi	AE001584	139
Paracoccus marcusii	JQ664550	59779
Paracoccus haeundaensis	JQ066767	225362
Ketogulonicigenium vulgare	CP002226	92945
Corynebacterium glutamicum	AY172684	1718
Corynebacterium glutamicum	AF479770	1718
Beet leafhopper transmitted virescence phytoplasma	AY423627	37694
Beet leafhopper transmitted virescence phytoplasma	AY423628	37694
Bacillus thuringiensis	CP032610	1428
Bacillus thuringiensis	CP020757	1428
Bacillus thuringiensis	CP014852	1428
Bacillus thuringiensis	CP020003	1428
Bacillus cereus	CP000229	1396
Bacillus thuringiensis	CP003689	1428
Bacillus mycoides	CP020749	1405
Ammonifex degensii	CP001786	42838
Tetragenococcus halophilus	AB250926	51669
Leuconostocaceae	CP042396	81850
Leuconostocaceae	CP042401	81850
Leuconostoc kimchii	CP001755	136609
Leuconostoc garlicum	CP016330	255248
Leuconostoc lactis	CP042391	1246
Campylobacter helveticus	CP020483	28898
Campylobacter helveticus	CP020482	28898
Vibrio parahaemolyticus	CP028143	670
Vibrio parahaemolyticus	CP028144	670
Rhodovulum sulfidophilum	AP014801	35806
Rhodovulum sp. MB263	CP020385	308754
Paracoccus sp. Arc7-R13	CP034817	2500532
Mycobacterium intracellulare	JQ657805	1767
Mycobacterium	CP006836	1763
Mycobacterium marinum	AP018497	1781
Mycobacterium chimaera	CP015268	222805
Rhodococcus opacus	CP003952	37919
Rhodococcus opacus	CP003950	37919
Rhodococcus opacus	CP003958	37919
Herpetosiphon aurantiacus	CP000876	65
Herpetosiphon aurantiacus	CP000877	65
Azotobacter chroococcum	CP010416	353
Azotobacter chroococcum	CP010417	353
Leptotrichia wadei	AP019842	157687
Leptotrichia hofstadii	AP019825	157688
Acidibrevibacterium fodinaquatile	CP029179	1969806
Acidibrevibacterium fodinaquatile	CP029178	1969806
Rickettsia raoultii	CP010972	369822
Rickettsia bellii	CP015011	33990
Rickettsia peacockii	CP001228	47589
Rickettsia monacensis	EF564599	109232
Rickettsia endosymbiont of Ixodes pacificus	KR611317	1133329
Rickettsia rhipicephali	CP013134	33992
Rickettsia asembonensis	CP011517	1068590
Streptomyces sp. 44030	DQ322649	364102
Exiguobacterium sp. S3-2	KF697250	1389960
Exiguobacterium mexicanum	CP040674	340146
Xylella fastidiosa	AE003851	2371
Xylella fastidiosa	CP009886	2371
Calothrix	AP018258	1186
Calothrix	AP018259	1186
Hydrocarboniclastica marina	CP031094	2259620
Marinobacter sp. NP-4(2019)	CP034144	2488665
Shinella sp. HZN7	CP015743	879274
Shinella sp. HZN7	CP015742	879274
Bacillus megaterium	CP022678	1404
Bacillus megaterium	CP022679	1404
Spirosoma linguale	CP001775	108
Spirosoma linguale	CP001773	108
Aeromonas hydrophila	CP028562	644
Azotobacter salinestris	CP045301	69964
Thauera sp. MZ1T	CP001282	85643
Pelobacter propionicus	CP000484	29543
Sphaerotilus natans	CP035709	34103
Sulfitobacter guttiformis	JN172927	74349
Lysinibacillus sphaericus	CP000818	1421
Xylanimonas cellulosilytica	CP001822	186189
Acidithiobacillus caldus	CP002576	33059
Acidithiobacillus caldus	EU421841	33059
Acidithiobacillus caldus	CP002577	33059
Acidithiobacillus caldus	CP026330	33059
Acidithiobacillus caldus	CP005988	33059
Nostoc sp. NIES-4103	AP018289	2005458
Mycobacterium sp. KMS	CP000519	189918
Mycolicibacterium gilvum	CP000657	350054
Mycolicibacterium gilvum	CP002386	278137
Mycobacterium sp. ELW1	CP032156	1547487
Mycobacterium sp. MS1601	CP019422	1936029
Crocosphaera subtropica	CP000810	43989
Psychrobacter sp. DAB_AL60	JQ245704	1028419
Psychrobacter sp. P2G3	CP012531	1699622
Brevibacillus laterosporus	CP007808	1465
Brevibacillus laterosporus	CP033463	1465
Vibrio parahaemolyticus	CP010886	670
Vibrio vulnificus	CP016323	672
Roseomonas mucosa	CP044118	207340
Roseomonas sp. FDAARGOS_362	CP024584	2018065
Roseomonas gilardii	CP015587	257708
Kocuria flava	CP013255	446860
Kocuria flava	CP013256	446860
Aquabacterium olei	CP029211	1296669
Nostoc sp. 'Peltigera membranacea cyanobiont' N6	CP026684	1261031
Cylindrospermum sp. NIES-4074	AP018272	2005457
Rhodococcus sp. B264-1	AY297818	233067
Rhodococcus opacus	AP011119	37919
Streptococcus suis	FM252033	1307
Streptococcus suis	CP029399	1307
Streptococcus suis	KX785328	1307
Streptomyces leeuwenhoekii	LN831788	1437453
Streptomyces seoulensis	CP032230	73044
Streptomyces sp. WAC8241	CP042280	2588708
Streptomyces ambofaciens	CP012383	1889
Pseudomonas sp.	MK376340	306
Pseudomonas sp.	MK376348	306
Azospira sp. I09	AP021845	1765049
Sterolibacteriaceae bacterium J5B	AP018719	2211108
Methylobacterium	CP015369	407
Methylobacterium	JX627582	407
Burkholderia gladioli	CP009321	28095
Burkholderia gladioli	CP033429	28095
Burkholderia gladioli	CP023524	28095
Burkholderia cepacia	CP012984	292
Burkholderia sp. MSMB0856	CP013426	1637869
Rhodococcus pyridinivorans	CP006997	103816
Rhodococcus sp. NS1	DQ888171	402236
Bacteroides fragilis	CP036549	817
Methylobacterium aquaticum	AP014708	270351
Methylobacterium aquaticum	AP014709	270351
Methylibium	KJ598491	316612
Burkholderia latens	CP013436	488446
Acidibrevibacterium fodinaquatile	CP029177	1969806
Pseudomonas stutzeri	CP040459	316
Bacillus smithii	CP012025	1479
Chryseobacterium sp. SNU WT5	CP041688	2594269
Acetobacter sp. KACC 21233	CP043507	2592655
Acetobacter sp. KACC 21233	CP043508	2592655
Acetobacter ghanensis	LN609303	431306
Acetobacter orientalis	AP018516	146474
Streptomyces sp. FR-008	CP009804	206662
Streptomyces sp. SM17	CP029341	565560
Agrobacterium tumefaciens	CP039891	358
Agrobacterium fabrum	CP033025	1176649
Agrobacterium tumefaciens	CP039919	358
Vibrionaceae	AB453229	641
Methylophaga frappieri	CP003381	754477
Gammaproteobacteria	CP006601	1236
Gammaproteobacteria	CP044223	1236
Corynebacterium casei	AB444587	160386
Corynebacterium glutamicum	NC_001791	1718
Erwinia	FP236830	551
Erwinia	CP037949	551
Erwinia billingiae	CP031696	182337
Enterobacteriaceae	CP031580	543
Enterobacteriaceae	CP042869	543
Klebsiella variicola	CP020850	244366
Streptococcus parasanguinis	EU685104	1318
Streptococcus anginosus	LC229233	1328
Staphylococcus equorum	CP013719	246432
Staphylococcus equorum	CP013718	246432
Blastomonas sp. RAC04	CP016461	1842535
Blastomonas sp. RAC04	CP016459	1842535
Selenomonas ruminantium	AF113972	971
Klebsiella pneumoniae	CP024518	573
Streptomyces violaceusniger	CP002996	68280
Streptomyces violaceusniger	CP002995	68280
Yangia pacifica	CP022192	311180
Pelagibaca abyssi	CP015090	1250539
Salipiger profundus	CP014797	1229727
Staphylococcus aureus	CP042147	1280
Campylobacter jejuni	CP038863	197
Lactobacillus salivarius	CP000234	1624
Lactobacillus salivarius	CP007647	1624
Lactobacillus salivarius	CP017108	1624
Lactobacillus salivarius	CP024065	1624
Lactobacillus salivarius	CP011404	1624
Lactobacillus salivarius	CP020859	1624
Lactobacillus salivarius	CP024064	1624
Asticcacaulis excentricus	CP002397	78587
Asticcacaulis excentricus	AP018829	78587
Desulfohalobium retbaense	CP001735	45663
Moraxella osloensis	CP024444	34062
Moraxella osloensis	CP040258	34062
Moraxella osloensis	CP024450	34062
Phaeobacter piscinae	CP010645	1580596
Epibacterium mobile	CP015234	1265309
Paenibacillus polymyxa	CP040831	1406
Paenibacillus sp. IHB B 3084	CP013208	867076
Borrelia miyamotoi	CP044630	47466
Borrelia miyamotoi	CP036579	47466
Scytonema sp. NIES-4073	AP018266	2005464
Scytonema sp. NIES-4073	AP018267	2005464
Scytonema sp. NIES-4073	AP018265	2005464
Bacillus megaterium	CP001989	1404
Bacillus megaterium	CP041069	1404
Bacillus megaterium	CP028085	1404
Glaesserella sp. 15-184	CP023060	2030797
Haemophilus parahaemolyticus	CP038818	735
Nocardia sp. 107	DQ399903	373212
Nocardia aobensis	GU066867	257277
Sphingopyxis alaskensis	CP000357	117207
Novosphingobium pentaromativorans	CP009295	205844
Acidiphilium cryptum	CP000695	524
Acidiphilium cryptum	CP000694	524
Fibrisoma limi	HE805917	663275
Borrelia crocidurae	CP003443	29520
Borrelia crocidurae	CP003441	29520
Borrelia crocidurae	CP003461	29520
Borrelia crocidurae	CP003434	29520
Lactobacillus helveticus	J04240	1587
Lactobacillus plantarum	HQ116412	1590
Lactobacillus plantarum	NC_006376	1590
Pseudomonas	DQ126685	286
Pseudomonas	MK047610	286
Pseudomonas	CP003739	286
Pseudomonas	KP873171	286
Pseudomonas	CP016446	286
Pseudomonas	KY630469	286
Rhodovulum sulfidophilum	AP014803	35806
Rhodovulum sp. MB263	CP020386	308754
Rhodovulum sp. P5	CP015043	1564506
Anabaena cylindrica	CP003663	1165
Anabaena cylindrica	AP018167	1165
Paracoccus aminophilus	CP006654	34003
Paracoccus aminovorans	LN832560	34004
Acinetobacter tandoii	CP041367	202954
Acinetobacter baumannii	CP008709	470
Methylorubrum extorquens	CP001300	440085
Methylobacterium sp. AMS5	CP006995	925818
Aliivibrio fischeri	CP001134	668
Nostocales	AP018252	1161
Microchaete diplosiphon	AP018243	1197
Microchaete diplosiphon	AP018238	1197
Microchaete diplosiphon	AP018247	1197
Microchaete diplosiphon	AP018240	1197
Nostoc sp. HK-01	AP018322	196308
Mesorhizobium loti	AP017608	381
Mesorhizobium loti	AP017607	381
Riemerella anatipestifer	AF048718	34085
Riemerella anatipestifer	AF082180	34085
Vibrio	EU574928	662
Pseudodesulfovibrio profundus	LT907976	57320
Streptococcus suis	KX785326	1307
Streptococcus suis	KX785323	1307
Pseudonocardia dioxanivorans	CP002594	240495
Pseudonocardia dioxanivorans	NC_016601	240495
Pseudonocardia dioxanivorans	NC_016600	240495
Frondihabitans sp. PAMC 28766	CP014514	1795630
Frondihabitans sp. PAMC 28766	CP014516	1795630
Frondihabitans sp. PAMC 28766	CP014515	1795630
Pseudarthrobacter phenanthrenivorans	CP002380	361575
Arthrobacter sp. AK-1	EF495211	415095
Arthrobacter sp. ZXY-2	CP017422	1806905
Arthrobacter sp. ZXY-2	CP017423	1806905
Arthrobacter sp. ZXY-2	CP017424	1806905
Deinococcus peraridilitoris	CP003384	432329
Thermus sp. CCB_US3_UF1	CP003127	1111069
Thermus sp. 4C	EF407946	446041
Thermus thermophilus	AP017921	274
Hymenobacter sp. DG25B	CP010057	1385664
Hymenobacter oligotrophus	CP032319	2319843
Yersinia pseudotuberculosis	BX936400	633
Buttiauxella sp. 3AFRM03	CP033075	2479367
Sinorhizobium fredii	CP003570	380
Sinorhizobium fredii	CP003578	380
Halobacillus halophilus	HE717024	1570
Comamonadaceae	CP000540	80864
Comamonadaceae	CP021370	80864
Pandoraea pnomenusa	CP015372	93220
Corynebacterium glutamicum	NC_001456	1718
Corynebacterium glutamicum	X90817	1718
Planococcus sp. Y42	CP019642	2213202
Planococcus sp. Y42	CP019641	2213202
Enterococcus faecalis	CP003728	1351
Enterococcus faecalis	KY303941	1351
Enterococcus faecalis	KY270848	1351
Enterococcus faecalis	CP015884	1351
Klebsiella	CP026276	570
Klebsiella	CP026179	570
Enterobacterales	CP007736	91347
Enterobacterales	CP015396	91347
Enterobacterales	CP020062	91347
Klebsiella aerogenes	LR134255	548
Klebsiella variicola	CP020852	244366
Bacillus	CP030098	55087
Xanthomonas campestris	CP017321	339
Xanthomonas campestris	CP017320	339
Enterobacteriaceae	KX434883	543
Enterobacteriaceae	CP021177	543
Enterobacter hormaechei	CP031568	158836
Escherichia coli	MK293945	562
Salmonella enterica	CP006057	28901
Escherichia coli	KU994859	562
Klebsiella pneumoniae	KX434880	573
Sebaldella termitidis	CP001741	826
Lactococcus lactis	CP016725	1358
Cupriavidus metallidurans	CP000355	119219
Cupriavidus pauculus	CP033971	82633
Cupriavidus pauculus	CP044066	82633
Corynebacterium efficiens	AP005225	152794
Corynebacterium glutamicum	CP007723	1718
Corynebacterium deserti	CP009222	1408191
Komagataeibacter saccharivorans	CP023039	265959
Komagataeibacter saccharivorans	CP023040	265959
Yersinia enterocolitica	FJ696406	630
Enterobacterales	CP020504	91347
Enterobacter sp. FY-07	CP012488	1692238
Kosakonia radicincitans	CP018018	283686
Bacillus subtilis	CP032856	1423
Bacillus subtilis	CP035396	1423
Bacillus subtilis	KX711616	1423
Bacillus velezensis	CP019039	492670
Salmonella enterica	CP022659	28901
Yangia sp. CCB-MM3	CP014598	1792508
Yangia sp. CCB-MM3	CP014597	1792508
Yangia sp. CCB-MM3	CP014601	1792508
Nostocaceae	AP003604	1162
Nostoc sp. NIES-2111	AP018191	1973475
Nostoc sp. NIES-2111	AP018193	1973475
Nostoc sp. PCC 7120	AP003605	103690
Nostoc sp. NIES-2111	AP018189	1973475
Campylobacter	CP008812	194
Campylobacter	CP018794	194
Campylobacter	CP008809	194
Campylobacter fetus	CP014570	196
Bacillus thuringiensis	CP004135	1428
Bacillus	CP016596	55087
Bacillus	CP015730	55087
Bacillus thuringiensis	CP014289	1428
Psychrobacter urativorans	CP012707	45610
Psychrobacter urativorans	CP012709	45610
Marinobacter hydrocarbonoclasticus	CP000516	2743
Marinobacter sp. NP-4(2019)	CP034143	2488665
Marinobacter salarius	CP021334	1420917
Cyanobacterium aponinum	CP003948	379064
Deinococcus radiodurans	CP015084	1299
Deinococcus wulumuqiensis	CP031162	980427
Lactobacillus plantarum	CP024415	1590
Lactobacillus plantarum	CP018210	1590
Desulfosporosinus acidiphilus	CP003641	885581
Rhodobacter sphaeroides	CP000666	1063
Ketogulonicigenium robustum	CP019939	92947
Vibrio anguillarum	CP023056	55601
Vibrio anguillarum	CP023312	55601
Vibrio breoganii	CP016179	553239
Thermus oshimai	CP003251	56957
Thermus aquaticus	CP010824	271
Paenibacillus larvae	CP019656	1464
Paenibacillus larvae	CP020558	1464
Lactobacillales	MF807213	186826
Lactobacillus pentosus	KJ868092	1589
Allochromatium vinosum	CP001897	1049
Deinococcus radiodurans	CP015083	1299
Deinococcus proteolyticus	CP002539	55148
Deinococcus wulumuqiensis	CP031159	980427
Roseovarius	CP045395	74030
Antarctobacter heliothermus	CP022542	74033
Candidatus Fukatsuia symbiotica	CP021660	1878942
Candidatus Fukatsuia symbiotica	CP021662	1878942
Candidatus Fukatsuia symbiotica	CP021661	1878942
Enterobacteriaceae	CP032306	543
Enterobacteriaceae	CP031139	543
Halomonas sp. ZM3	JX569338	1250400
Marinobacter salarius	CP020932	1420917
Staphylococcus	CP015174	1279
Staphylococcus aureus	MH785246	1280
Planctomycetes bacterium ElP	CP036427	2527974
Planctomycetes bacterium ElP	CP036428	2527974
Planctomycetes bacterium ElP	CP036431	2527974
Staphylococcus aureus	CP042019	1280
Staphylococcus aureus	CP042016	1280
Staphylococcus aureus	CP042056	1280
Staphylococcus aureus	CP042024	1280
Pseudomonas	CP000059	286
Pseudomonas savastanoi	AF141883	29438
Pseudomonas antarctica	CP015601	219572
Borrelia hermsii	CP014816	140
Borrelia hermsii	CP014871	140
Borrelia hermsii	CP014820	140
Borrelia hermsii	CP014825	140
Enterococcus faecalis	MH830363	1351
Enterococcus faecalis	CP030044	1351
Enterococcus casseliflavus	CP032740	37734
Enterococcus sp. FDAARGOS_375	CP023514	2060307
Leuconostoc	CP035140	1243
Leuconostoc carnosum	CP003855	1252
Leuconostoc gelidum	LN890333	1244
Clostridium botulinum	AB910391	1491
Clostridium botulinum	CP014172	1491
Clostridium botulinum	CP000729	1491
Streptomyces dengpaensis	CP026653	2049881
Streptomyces sp. S1D4-14	CP041605	2594461
Streptomyces sp. 769	CP003988	1262452
Anabaenopsis circularis	AP018177	109266
Nostoc sp. HK-01	AP018321	196308
Calothrix brevissima	AP018212	938406
Clostridium botulinum	CP002414	1491
Clostridiaceae bacterium 14S0207	CP026602	2082193
Sinorhizobium fredii	CP003576	380
Sinorhizobium fredii	CP003582	380
Xanthomonas citri	CP015974	346
Xanthomonas citri	AY125331	346
Dinoroseobacter shibae	CP000835	215813
Calothrix	AP018257	1186
Nitrosomonas eutropha	CP000452	916
Nitrosomonas eutropha	CP000451	916
Nitrosomonas stercoris	AP019756	1444684
Bacillus thuringiensis	CP003764	1428
Leclercia adecarboxylata	CP042496	83655
Leclercia adecarboxylata	MH909330	83655
Leclercia sp. LSNIH1	CP026168	1920114
Lelliottia sp. WB101	CP028521	2153385
Clostridium carboxidivorans	CP011804	217159
Acinetobacter indicus	CP044020	756892
Acinetobacter baumannii	CP042209	470
Microcoleus sp. PCC 7113	CP003635	1173027
Clostridium perfringens	MK275622	1502
Elizabethkingia anophelis	CP016375	1117645
Borreliella valaisiana	CP001437	62088
Borreliella spielmanii	CP001466	88916
Borreliella spielmanii	CP001464	88916
Borreliella afzelii	CP000406	29518
Borreliella bavariensis	CP028883	664662
Thioflavicoccus mobilis	CP003052	80679
Paracoccus yeei	CP031083	147645
Paracoccus yeei	CP020444	147645
Paracoccus yeei	CP031084	147645
Lactobacillus	FN667595	1578
Lactobacillus	AB370335	1578
Lactobacillus	DQ116709	1578
Lactobacillus plantarum	CP037439	1590
Lactobacillus plantarum	CP013162	1590
Clostridium saccharoperbutylacetonicum	CP004122	36745
Acinetobacter baumannii	KY202456	470
Acinetobacter baumannii	CP023300	470
Acinetobacter baumannii	CP034095	470
Acinetobacter pittii	CP018910	48296
Legionella sainthelensi	CP025493	28087
Legionella longbeachae	FN650141	450
Legionella anisa	CP029564	28082
Vibrio campbellii	CP019296	680
Vibrio campbellii	CP000791	680
Bacteria	JX023543	2
Streptococcus thermophilus	MF807212	1308
Corynebacterium glutamicum	AY172685	1718
[Eubacterium] eligens	CP001105	39485
Moraxella bovis	AB169977	476
Staphylococcus sciuri	CP041881	1296
Staphylococcus sciuri	CP041887	1296
Staphylococcus aureus	CP042010	1280
Staphylococcus aureus	CP042051	1280
Staphylococcus aureus	CP042059	1280
Hafnia alvei	AY271828	569
Hafnia alvei	AY271829	569
Shinella sp. HZN7	CP015746	879274
Shinella sp. HZN7	CP015740	879274
Mycobacterium dioxanotrophicus	CP020812	482462
Mycobacterium dioxanotrophicus	CP020813	482462
Mycobacterium dioxanotrophicus	CP020811	482462
Mycobacterium dioxanotrophicus	CP020810	482462
Acinetobacter sp. NCu2D-2	CP015595	1608473
Acinetobacter sp. LoGeW2-3	CP024012	1808001
Epibacterium mobile	LR027555	379347
Epibacterium mobile	CP015232	1265309
Paracoccus pantotrophus	CP044424	82367
Paracoccus jeotgali	CP025584	2065379
Aromatoleum aromaticum	CR555308	551760
Aromatoleum aromaticum	CR555307	551760
Dietzia psychralcaliphila	CP015454	139021
Dietzia sp. oral taxon 368	CP027240	712270
Dietzia lutea	CP015450	546160
Calothrix sp. 336/3	CP011384	1337936
Nostoc sp. CENA543	CP023283	1869241
Proteobacteria	CP018473	1224
Proteobacteria	CP021651	1224
Proteobacteria	AM778842	1224
Proteobacteria	AP013064	1224
Proteobacteria	KX169264	1224
Achromobacter xylosoxidans	CP014066	85698
Oscillatoria nigro-viridis	CP003618	482564
Calothrix sp. 336/3	CP011383	1337936
Sulfuricurvum kujiense	CP002359	148813
Halomonas sp. THAF12	CP045401	2587849
Halomonas sp. THAF12	CP045400	2587849
Salmonella enterica	CP030291	28901
Salmonella enterica	CP021466	28901
Salinicoccus sp.	KY018598	1871624
Salinicoccus sp.	KY018597	1871624
Lactococcus lactis	AY026767	1358
Lactococcus lactis	AF380336	1358
Lactobacillus fermentum	AF378372	1613
Rhodobacteraceae bacterium	CP031588	1904441
Yangia pacifica	CP022193	311180
Vibrio sp. 23023	CP000755	452803
Neorhizobium sp. NCHU2750	CP030830	1825976
Neorhizobium sp. NCHU2750	CP030832	1825976
Pseudomonas sp. GLE121	KC542382	1329969
Desulfovibrio carbinolicus	CP026543	296842
Niveispirillum cyanobacteriorum	CP025614	1612173
Niveispirillum cyanobacteriorum	CP025615	1612173
Serratia proteamaculans	CP000827	28151
Ruminococcus albus	CP002405	1264
Nodularia spumigena	CP020115	70799
Fischerella sp. NIES-4106	AP018304	2005456
Clostridiaceae bacterium 14S0207	CP026601	2082193
Clostridiaceae bacterium 14S0207	CP026603	2082193
Phaeobacter piscinae	CP010718	1580596
Leisingera aquaemixtae	CP041157	1396826
Rivularia sp. PCC 7116	CP003550	373994
Prosthecochloris aestuarii	CP001109	1102
Pseudomonas sp. MPC6	CP034781	2498848
Acinetobacter cumulans	CP035936	2136182
Virgibacillus halodenitrificans	CP033050	1482
Photorhabdus asymbiotica	FM162592	291112
Pectobacterium carotovorum	KT351734	554
Vibrio furnissii	CP040989	29494
Serratia plymuthica	CP006251	82996
Serratia marcescens	CP018920	615
Serratia marcescens	CP018918	615
Serratia marcescens	CP018916	615
Serratia marcescens	AP013065	615
Serratia liquefaciens	CP033895	614
Serratia marcescens	LT575492	615
Dinoroseobacter shibae	CP000832	215813
Dinoroseobacter shibae	CP000834	215813
Clostridium botulinum	CP014146	1491
Phaeobacter	CP010700	302485
Leisingera sp. NJS204	CP035423	2508307
Nostocales	AP018253	1161
Nostocales	AP018251	1161
Lactobacillus sp.	MK858222	1591
Leisingera	CP038236	191028
Leisingera	CP035424	191028
Leisingera aquaemixtae	CP041161	1396826
Enterobacter soli	CP003028	885040
Pseudomonas	MF344570	286
Gammaproteobacteria bacterium DM2	CP028898	2169539
Yersinia pestis	CP045261	632
Pseudonocardia autotrophica	AB600171	2074
Streptomyces lavendulae	NC_010097	1914
Lactobacillus buchneri	CP002655	1581
Lactobacillus gallinarum	CP012895	52242
Lactobacillus curvatus	AF200347	28038
Lactobacillus plantarum	CP035158	1590
Lactobacillus plantarum	CP019351	1590
Enterococcus sp. M190262	CP040462	2582830
Enterococcus sp. CR-Ec1	CP025224	2057791
Enterococcus gallinarum	CP014068	1353
Runella sp. SP2	CP031031	2268026
Vibrio nigripulchritudo	FP893246	28173
Sinorhizobium fredii	CP003572	380
Sinorhizobium fredii	CP003574	380
Psychrobacter sp. P11G5	CP012535	1699624
Psychrobacter alimentarius	CP014946	261164
Psychrobacter sp. G	CP006266	571800
Psychrobacter sp. P11G5	CP012536	1699624
