scientificName	nuccoreAcc	taxid	parent	source
Lentivirus_humimdef1	AF033819	3418650	11646	ICTV
Lyssavirus_rabies	M13215	11292	11286	ICTV
Rotavirus_alphagastroenteritidis	DQ841262	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838650	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838645	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838640	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838635	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838630	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838625	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838620	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838615	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838610	3432193	10912	ICTV
Rotavirus_alphagastroenteritidis	DQ838599	3432193	10912	ICTV
Rotavirus_betagastroenteritidis	AY238394	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	AY238393	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	AY238392	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	AY238391	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	AY238390	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	AY238389	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	AY238388	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	AY238385	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	AY238384	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	EU490418	3432195	10912	ICTV
Rotavirus_betagastroenteritidis	EU490415	3432195	10912	ICTV
Rotavirus_tritogastroenteritidis	M81488	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	X59843	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	AJ132205	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	AJ132203	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	X83967	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	AJ132204	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	AJ304859	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	AJ303139	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	X96697	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	X79442	3432203	10912	ICTV
Rotavirus_tritogastroenteritidis	X77257	3432203	10912	ICTV
Orthoreovirus_nelsonense	JF342671	3431496	10882	ICTV
Orthoreovirus_nelsonense	JF342670	3431496	10882	ICTV
Orthoreovirus_nelsonense	JF342669	3431496	10882	ICTV
Orthoreovirus_nelsonense	JF342668	3431496	10882	ICTV
Orthoreovirus_nelsonense	JF342667	3431496	10882	ICTV
Orthoreovirus_nelsonense	JF342666	3431496	10882	ICTV
Orthoreovirus_nelsonense	AY357733	3431496	10882	ICTV
Orthoreovirus_nelsonense	AY357732	3431496	10882	ICTV
Orthoreovirus_nelsonense	AY357731	3431496	10882	ICTV
Orthoreovirus_nelsonense	AY357730	3431496	10882	ICTV
Alphavirus_venezuelan	L01442	3426322	11019	ICTV
Rubivirus_rubellae	JN635296	2846071	11040	ICTV
