synthetic	AH000915.2	2603	29278
synthetic	AH000914.2	2602	29278
synthetic	AH000913.2	2601	29278
synthetic	AF015415.1	31778	29278
synthetic	AB526841.1	686263	29278
synthetic	M11320.1	2517	29278
synthetic	DM092589.1	31778	29278
synthetic	FB334660.1	29278	81077
synthetic	X02513.1	31778	29278
synthetic	AX721974.1	31778	29278
synthetic	AX721973.1	31778	29278
synthetic	U03501.1	31782	29278
synthetic	U03500.1	31781	29278
synthetic	U03499.1	31780	29278
synthetic	U03498.1	31779	29278
synthetic	AY927771.1	31785	29278
synthetic	AY927770.1	31785	29278
synthetic	U02374.1	31789	29278
synthetic	X51450.1	31790	29278
synthetic	X05337.1	31791	29278
synthetic	X16973.1	31786	29278
synthetic	X04125.1	31786	29278
synthetic	U02447.1	31785	29278
synthetic	U02427.1	31784	29278
synthetic	U02426.1	31784	29278
synthetic	U02425.1	31783	29278
synthetic	U02453.1	31783	29278
synthetic	U02452.1	31788	29278
synthetic	U02442.1	31787	29278
synthetic	U03497.1	31792	29278
synthetic	U02440.1	31795	29278
synthetic	U02454.1	31797	29278
synthetic	U02451.1	31798	29278
synthetic	U02450.1	31793	29278
synthetic	U02449.1	31799	29278
synthetic	U02446.1	31794	29278
synthetic	U02445.1	31796	29278
synthetic	U03461.1	31802	29278
synthetic	U03460.1	31801	29278
synthetic	U03459.1	31800	29278
synthetic	L07040.1	31810	29278
synthetic	X03174.1	31809	29278
synthetic	X04995.1	31807	29278
synthetic	X04996.1	31806	29278
synthetic	X05046.1	31811	29278
synthetic	U02441.1	31812	29278
synthetic	U02429.1	31808	29278
synthetic	U02428.1	31805	29278
synthetic	U03463.1	31804	29278
synthetic	U03462.1	31803	29278
synthetic	L07041.1	31822	29278
synthetic	U02444.1	31816	29278
synthetic	X13068.1	31814	29278
synthetic	X05042.1	31813	29278
synthetic	U02439.1	31815	29278
synthetic	U02432.1	31818	29278
synthetic	U02431.1	31819	29278
synthetic	U02430.1	31821	29278
synthetic	U02448.1	31820	29278
synthetic	U03435.1	31826	29278
synthetic	U02456.1	31825	29278
synthetic	X13003.1	31823	29278
synthetic	U02433.1	31824	29278
synthetic	U03441.1	31832	29278
synthetic	U03437.1	31828	29278
synthetic	U03440.1	31831	29278
synthetic	U03439.1	31830	29278
synthetic	U03438.1	31829	29278
synthetic	U03436.1	31827	29278
synthetic	JN160804.1	1054602	29278
synthetic	U03442.1	31833	29278
synthetic	U03454.1	31842	29278
synthetic	U03450.1	31841	29278
synthetic	U03449.1	31840	29278
synthetic	U03448.1	31839	29278
synthetic	U03447.1	31838	29278
synthetic	U03446.1	31837	29278
synthetic	U03445.1	31836	29278
synthetic	U03444.1	31835	29278
synthetic	U03443.1	31834	29278
synthetic	L09601.1	31846	29278
synthetic	L09602.1	31846	29278
synthetic	M77811.1	118306	29278
synthetic	LX076867.1	31851	29278
synthetic	M74187.1	485189	29278
synthetic	AB526839.1	686265	29278
synthetic	L36849.1	118283	29278
synthetic	AY192024.1	222982	29278
synthetic	M77789.2	31851	29278
synthetic	AB353144.1	457754	29278
synthetic	AJ251840.1	110994	29278
synthetic	AM158325.1	360581	29278
synthetic	AM235368.1	379605	29278
synthetic	AB040452.1	119636	29278
synthetic	X06291.1	31852	29278
synthetic	X13070.1	31849	29278
synthetic	M83237.1	118308	29278
synthetic	M83236.1	31851	29278
synthetic	U02438.1	31850	29278
synthetic	U02437.1	31848	29278
synthetic	U02435.1	31847	29278
synthetic	U02434.1	31846	29278
synthetic	U03453.1	31843	29278
synthetic	U03452.1	31844	29278
synthetic	U03451.1	31845	29278
synthetic	U00003.1	31860	29278
synthetic	U04894.1	31862	29278
synthetic	U04893.1	31861	29278
synthetic	X12896.1	31857	29278
synthetic	X12895.1	31857	29278
synthetic	V00089.1	31856	29278
synthetic	X13074.1	31855	29278
synthetic	X05401.1	31853	29278
synthetic	U02436.1	31859	29278
synthetic	U02457.1	31854	29278
synthetic	U02455.1	31858	29278
synthetic	U03992.1	31866	29278
synthetic	U03993.1	31867	29278
synthetic	U03991.1	31865	29278
synthetic	U04896.1	31864	29278
synthetic	U04895.1	31863	29278
synthetic	K03389.1	33777	29278
synthetic	K03388.1	33777	29278
synthetic	M11403.1	33777	29278
synthetic	U07646.1	33779	29278
synthetic	U07647.1	33778	29278
synthetic	U07648.1	33780	29278
synthetic	U07340.1	33781	29278
synthetic	U08461.1	35354	29278
synthetic	U08460.1	35355	29278
synthetic	U07168.1	33788	29278
synthetic	U07167.1	33787	29278
synthetic	U07166.1	33786	29278
synthetic	U07165.1	33785	29278
synthetic	U07164.1	33784	29278
synthetic	M25299.1	35353	29278
synthetic	FM991889.1	591846	29278
synthetic	U07650.1	33783	29278
synthetic	U07649.1	33782	29278
synthetic	U09942.1	35358	29278
synthetic	U09715.1	35357	29278
synthetic	U09128.1	35356	29278
synthetic	U10488.1	35364	29278
synthetic	U10487.1	35362	29278
synthetic	U10486.1	35360	29278
synthetic	U10459.1	35365	29278
synthetic	U10458.1	35363	29278
synthetic	U10457.1	35361	29278
synthetic	U10456.1	35359	29278
synthetic	U09662.1	35375	29278
synthetic	U09661.1	35374	29278
synthetic	U09660.1	35373	29278
synthetic	U10491.1	35371	29278
synthetic	U10490.1	35369	29278
synthetic	U10489.1	35367	29278
synthetic	U10463.1	35372	29278
synthetic	U10462.1	35370	29278
synthetic	U10461.1	35368	29278
synthetic	U10460.1	35366	29278
synthetic	U14594.1	35614	29278
synthetic	M64055.1	36555	29278
synthetic	L31614.1	35377	29278
synthetic	M10349.1	36551	29278
synthetic	M11402.1	36551	29278
synthetic	M10654.1	36550	29278
synthetic	M64056.1	36556	29278
synthetic	M64054.1	36554	29278
synthetic	M64053.1	36553	29278
synthetic	M64052.1	36552	29278
synthetic	M64051.1	36552	29278
synthetic	U09663.1	35376	29278
synthetic	AB538275.2	701250	29278
synthetic	AB267707.1	398058	29278
synthetic	M64061.1	36561	29278
synthetic	M64060.1	36560	29278
synthetic	M64059.1	36559	29278
synthetic	M64058.1	36558	29278
synthetic	M64057.1	36557	29278
synthetic	U12639.1	36566	29278
synthetic	U13187.1	36565	29278
synthetic	U13186.1	36563	29278
synthetic	U13185.1	36564	29278
synthetic	U13184.1	36562	29278
synthetic	U13206.1	36570	29278
synthetic	U14127.1	36575	29278
synthetic	U14125.1	36576	29278
synthetic	U12668.1	36567	29278
synthetic	U12640.1	36568	29278
synthetic	U12638.1	36571	29278
synthetic	U12540.1	36569	29278
synthetic	U13762.1	36573	29278
synthetic	U13761.1	36572	29278
synthetic	U13188.1	36574	29278
synthetic	U14124.1	36583	29278
synthetic	U14123.1	36584	29278
synthetic	U14122.1	36585	29278
synthetic	U14121.1	36578	29278
synthetic	U14120.1	36577	29278
synthetic	U14119.1	36579	29278
synthetic	U14118.1	36580	29278
synthetic	U14117.1	36581	29278
synthetic	U14116.1	36582	29278
synthetic	U12390.1	36586	29278
synthetic	U12815.1	37160	29278
synthetic	U12814.1	37159	29278
synthetic	U12813.1	37158	29278
synthetic	U12812.1	37157	29278
synthetic	U12391.1	36587	29278
synthetic	U16722.1	37153	29278
synthetic	U13189.1	36588	29278
synthetic	U12810.1	37155	29278
synthetic	U12809.1	37154	29278
synthetic	U19282.1	37977	29278
synthetic	U19279.1	37976	29278
synthetic	U19277.1	37978	29278
synthetic	U19276.1	37972	29278
synthetic	U19281.1	37974	29278
synthetic	U19280.1	37973	29278
synthetic	U19278.1	37975	29278
synthetic	U17500.1	37970	29278
synthetic	U16857.1	37161	29278
synthetic	AJ414668.1	173256	29278
synthetic	U17997.1	37971	29278
synthetic	AH000944.2	176078	29278
synthetic	U17502.1	37982	29278
synthetic	U17501.1	37981	29278
synthetic	U22104.1	38737	29278
synthetic	AY266291.1	238690	29278
synthetic	U19585.1	39034	29278
synthetic	U17499.1	37980	29278
synthetic	U17139.1	37979	29278
synthetic	L39948.1	38318	29278
synthetic	L39947.1	38317	29278
synthetic	L39946.1	38316	29278
synthetic	AJ417488.2	176101	29278
synthetic	AJ417449.2	175804	29278
synthetic	U23751.1	39477	29278
synthetic	U16281.1	39121	29278
synthetic	U25268.1	39794	29278
synthetic	U25267.1	39793	29278
synthetic	U19867.1	39035	29278
synthetic	U19931.1	39038	29278
synthetic	U19930.1	39036	29278
synthetic	U25266.1	39792	29278
